check,reward,value
Moogle Village Chest Elf Cape,Crystal Armor,1
Moogle Village Chest Elf Cape,Cursed Shield,1
Moogle Village Chest Elf Cape,DarkSuit,2
Moogle Village Chest Elf Cape,Darkness Bow,1
Moogle Village Chest Elf Cape,Defender Sword,1
Moogle Village Chest Elf Cape,Equip Axes,2
Moogle Village Chest Elf Cape,Excalibur,2
Moogle Village Chest Elf Cape,Flail,1
Moogle Village Chest Elf Cape,Flame Whip,2
Moogle Village Chest Elf Cape,Gale Bow,1
Moogle Village Chest Elf Cape,Giant Drink,1
Moogle Village Chest Elf Cape,Golem,2
Moogle Village Chest Elf Cape,Guard Ring,1
Moogle Village Chest Elf Cape,Ice Shield,1
Moogle Village Chest Elf Cape,Iron Armor,1
Moogle Village Chest Elf Cape,Iron Shield,1
Moogle Village Chest Elf Cape,Kunai,1
Moogle Village Chest Elf Cape,Lamia's Harp,2
Moogle Village Chest Elf Cape,Leather Armor,1
Moogle Village Chest Elf Cape,Leather Shoes,1
Moogle Village Chest Elf Cape,Mage Masher,1
Moogle Village Chest Elf Cape,Magic Lamp,1
Moogle Village Chest Elf Cape,Magus,1
Moogle Village Chest Elf Cape,Maiden's Kiss,1
Moogle Village Chest Elf Cape,Mantra,1
Moogle Village Chest Elf Cape,Mythril Glove,1
Moogle Village Chest Elf Cape,Ogre Killer,1
Moogle Village Chest Elf Cape,Plumed Hat,1
Moogle Village Chest Elf Cape,Potion,1
Moogle Village Chest Elf Cape,Power Staff,1
Moogle Village Chest Elf Cape,Power Wrist,1
Moogle Village Chest Elf Cape,Protect Drink,1
Moogle Village Chest Elf Cape,Red Lv.1,2
Moogle Village Chest Elf Cape,Running Shoes,1
Moogle Village Chest Elf Cape,Shoat,2
Moogle Village Chest Elf Cape,Silver Armlet,1
Moogle Village Chest Elf Cape,Silver Harp,2
Moogle Village Chest Elf Cape,Silver Plate,1
Moogle Village Chest Elf Cape,Soot,1
Moogle Village Chest Elf Cape,Steal,1
Moogle Village Chest Elf Cape,Thief's Glove,2
Moogle Village Chest Elf Cape,Thunder Bow,1
Moogle Village Chest Elf Cape,Trident,1
Moogle Village Chest Elf Cape,War Hammer,1
Moogle Village Chest Elf Cape,Whip,1
Moogle Village Chest Elf Cape,X-Magic,1
Moogle Village Chest Ether,Air Lance,1
Moogle Village Chest Ether,Antidote,1
Moogle Village Chest Ether,Artemis Bow,2
Moogle Village Chest Ether,Bard's Surplice,1
Moogle Village Chest Ether,Cabin,1
Moogle Village Chest Ether,Caution,1
Moogle Village Chest Ether,Chain Whip,1
Moogle Village Chest Ether,Circlet,1
Moogle Village Chest Ether,CopperPlt,1
Moogle Village Chest Ether,Cursed Ring,1
Moogle Village Chest Ether,Defender Sword,2
Moogle Village Chest Ether,DiamndPlt,1
Moogle Village Chest Ether,Diamond Armor,1
Moogle Village Chest Ether,DmgFloor,1
Moogle Village Chest Ether,DrgnCrest,1
Moogle Village Chest Ether,Enhancer,1
Moogle Village Chest Ether,Equip Armors,1
Moogle Village Chest Ether,Equip Katana,1
Moogle Village Chest Ether,Flail,1
Moogle Village Chest Ether,Flame Ring,1
Moogle Village Chest Ether,Flame Scroll,1
Moogle Village Chest Ether,Flirt,1
Moogle Village Chest Ether,Full Moon,1
Moogle Village Chest Ether,Gale Bow,1
Moogle Village Chest Ether,Giant's Axe,1
Moogle Village Chest Ether,Golden Armor,1
Moogle Village Chest Ether,Iron Armor,1
Moogle Village Chest Ether,Javelin,1
Moogle Village Chest Ether,Lamia's Harp,1
Moogle Village Chest Ether,Leather Armor,1
Moogle Village Chest Ether,Magus,1
Moogle Village Chest Ether,Mirage Vest,1
Moogle Village Chest Ether,Morning Star,1
Moogle Village Chest Ether,Murasume,1
Moogle Village Chest Ether,Mythril Hammer,1
Moogle Village Chest Ether,OmegaMedl,1
Moogle Village Chest Ether,Orialcon,1
Moogle Village Chest Ether,Partisan,1
Moogle Village Chest Ether,Pinwheel,1
Moogle Village Chest Ether,Power Staff,1
Moogle Village Chest Ether,Preemptive,2
Moogle Village Chest Ether,Ragnarok,1
Moogle Village Chest Ether,Rainbow Dress,1
Moogle Village Chest Ether,Red Lv.2,1
Moogle Village Chest Ether,Red Shoes,1
Moogle Village Chest Ether,RegalCut,1
Moogle Village Chest Ether,Revive,1
Moogle Village Chest Ether,Rune Axe,1
Moogle Village Chest Ether,Rune Chime,2
Moogle Village Chest Ether,Sasuke,1
Moogle Village Chest Ether,Slumber Sword,1
Moogle Village Chest Ether,Smoke,1
Moogle Village Chest Ether,Terrain,1
Moogle Village Chest Ether,Thornlet,1
Moogle Village Chest Ether,Throw,1
Moogle Village Chest Ether,Thunder Bow,1
Moogle Village Chest Ether,Training Suit,1
Moogle Village Chest Ether,Tricorn Hat,1
Moogle Village Chest Ether,Water Scroll,1
Moogle Village Chest Ether,Whip,2
Moogle Village Chest Ether,Wizard Rod,1
Moogle Village Chest Phoenix Down,2-Handed,1
Moogle Village Chest Phoenix Down,Bandana,1
Moogle Village Chest Phoenix Down,BeastKiller,1
Moogle Village Chest Phoenix Down,Bronze Armor,1
Moogle Village Chest Phoenix Down,Bronze Helm,1
Moogle Village Chest Phoenix Down,CopperPlt,2
Moogle Village Chest Phoenix Down,Coral Sword,1
Moogle Village Chest Phoenix Down,Counter,1
Moogle Village Chest Phoenix Down,Crystal Armor,1
Moogle Village Chest Phoenix Down,Cursed Shield,1
Moogle Village Chest Phoenix Down,Dancing Dagger,2
Moogle Village Chest Phoenix Down,Darkness Bow,1
Moogle Village Chest Phoenix Down,Diamond Shield,1
Moogle Village Chest Phoenix Down,DmgFloor,1
Moogle Village Chest Phoenix Down,Dragon's Whisker,1
Moogle Village Chest Phoenix Down,Dragoon Lance,1
Moogle Village Chest Phoenix Down,DrgnSwd,1
Moogle Village Chest Phoenix Down,Earth Hammer,2
Moogle Village Chest Phoenix Down,Elven Bow,1
Moogle Village Chest Phoenix Down,Enhancer,1
Moogle Village Chest Phoenix Down,Equip Harps,1
Moogle Village Chest Phoenix Down,Fire Rod,1
Moogle Village Chest Phoenix Down,Flail,1
Moogle Village Chest Phoenix Down,Full Moon,1
Moogle Village Chest Phoenix Down,Gaia Gear,1
Moogle Village Chest Phoenix Down,Gale Bow,1
Moogle Village Chest Phoenix Down,Genji Shield,2
Moogle Village Chest Phoenix Down,Glasses,1
Moogle Village Chest Phoenix Down,Holy Lance,1
Moogle Village Chest Phoenix Down,Iron Helm,2
Moogle Village Chest Phoenix Down,Kotetsu,1
Moogle Village Chest Phoenix Down,Lillith Rod,1
Moogle Village Chest Phoenix Down,Lumina Robe,1
Moogle Village Chest Phoenix Down,Magic Lamp,1
Moogle Village Chest Phoenix Down,Mantra,1
Moogle Village Chest Phoenix Down,Masamune,1
Moogle Village Chest Phoenix Down,Murasume,1
Moogle Village Chest Phoenix Down,Mythril Glove,1
Moogle Village Chest Phoenix Down,Power Wrist,1
Moogle Village Chest Phoenix Down,Ramuh,2
Moogle Village Chest Phoenix Down,Red Lv.3,1
Moogle Village Chest Phoenix Down,RegalCut,1
Moogle Village Chest Phoenix Down,Ribbon,1
Moogle Village Chest Phoenix Down,RisingSun,1
Moogle Village Chest Phoenix Down,RuneEdge,1
Moogle Village Chest Phoenix Down,Running Shoes,1
Moogle Village Chest Phoenix Down,Silk robe,1
Moogle Village Chest Phoenix Down,Slumber Sword,1
Moogle Village Chest Phoenix Down,Stealth Suit,1
Moogle Village Chest Phoenix Down,Tempest,1
Moogle Village Chest Phoenix Down,Terrain,1
Moogle Village Chest Phoenix Down,Throw,1
Moogle Village Chest Phoenix Down,Thunder Whip,1
Moogle Village Chest Phoenix Down,Tricorn Hat,1
Moogle Village Chest Phoenix Down,Wall Ring,1
Moogle Village Chest Phoenix Down,Wind Spear,1
Moogle Village Chest Phoenix Down,Wizard Rod,2
Mua Forest Chest 2500,Ancient Sword,1
Mua Forest Chest 2500,Antidote,1
Mua Forest Chest 2500,Bard's Surplice,1
Mua Forest Chest 2500,Black Robe,1
Mua Forest Chest 2500,Cabin,1
Mua Forest Chest 2500,Catch,1
Mua Forest Chest 2500,Caution,1
Mua Forest Chest 2500,Combine,1
Mua Forest Chest 2500,Conjure,2
Mua Forest Chest 2500,CornaJar,1
Mua Forest Chest 2500,Coronet,1
Mua Forest Chest 2500,Crystal Shield,1
Mua Forest Chest 2500,DiamndPlt,2
Mua Forest Chest 2500,Dragon's Whisker,1
Mua Forest Chest 2500,Dream Harp,1
Mua Forest Chest 2500,DrgnSwd,1
Mua Forest Chest 2500,Drink,1
Mua Forest Chest 2500,Elixir,1
Mua Forest Chest 2500,Elven Bow,1
Mua Forest Chest 2500,Ether,1
Mua Forest Chest 2500,Fire Bow,1
Mua Forest Chest 2500,Flametongue,1
Mua Forest Chest 2500,Full Moon,1
Mua Forest Chest 2500,Gale Bow,1
Mua Forest Chest 2500,Gauntlets,1
Mua Forest Chest 2500,Genji Armor,1
Mua Forest Chest 2500,Genji Helm,1
Mua Forest Chest 2500,GilToss,1
Mua Forest Chest 2500,Giyaman,1
Mua Forest Chest 2500,Golem,2
Mua Forest Chest 2500,Hero Drink,1
Mua Forest Chest 2500,Iron Armor,1
Mua Forest Chest 2500,Judgement Staff,1
Mua Forest Chest 2500,Katana,1
Mua Forest Chest 2500,Kotetsu,3
Mua Forest Chest 2500,Leather Cap,1
Mua Forest Chest 2500,Leather Shoes,1
Mua Forest Chest 2500,Mimic,1
Mua Forest Chest 2500,Mythril Glove,2
Mua Forest Chest 2500,Mythril Knife,1
Mua Forest Chest 2500,Mythril Shield,1
Mua Forest Chest 2500,Mythril Staff,1
Mua Forest Chest 2500,Mythril Sword,1
Mua Forest Chest 2500,Ogre Killer,1
Mua Forest Chest 2500,Plumed Hat,1
Mua Forest Chest 2500,Power Wrist,1
Mua Forest Chest 2500,Rod,2
Mua Forest Chest 2500,Sasuke,1
Mua Forest Chest 2500,Shoat,2
Mua Forest Chest 2500,Silk robe,1
Mua Forest Chest 2500,Silver Harp,1
Mua Forest Chest 2500,Slash,1
Mua Forest Chest 2500,Speed Drink,1
Mua Forest Chest 2500,Thunder Bow,2
Mua Forest Chest 2500,Thunder Rod,1
Mua Forest Chest 2500,TurtleShell,1
Mua Forest Chest 4900,2-Handed,1
Mua Forest Chest 4900,Air Lance,1
Mua Forest Chest 4900,Angel Gwn,1
Mua Forest Chest 4900,Angel Ring,2
Mua Forest Chest 4900,Artemis Bow,1
Mua Forest Chest 4900,Avis Killer,1
Mua Forest Chest 4900,Black Robe,1
Mua Forest Chest 4900,Blue,1
Mua Forest Chest 4900,Bronze Helm,1
Mua Forest Chest 4900,Bronze Shield,1
Mua Forest Chest 4900,Capture,2
Mua Forest Chest 4900,Counter,1
Mua Forest Chest 4900,Cover,1
Mua Forest Chest 4900,Crystal Helm,2
Mua Forest Chest 4900,Dagger,1
Mua Forest Chest 4900,Dancing Dagger,1
Mua Forest Chest 4900,DarkMatter,1
Mua Forest Chest 4900,DiamndPlt,1
Mua Forest Chest 4900,Diamond Armor,1
Mua Forest Chest 4900,Diamond Shield,1
Mua Forest Chest 4900,Dragon's Whisker,1
Mua Forest Chest 4900,Drink,1
Mua Forest Chest 4900,Elixir,2
Mua Forest Chest 4900,Equip Ribbon,1
Mua Forest Chest 4900,Evade,2
Mua Forest Chest 4900,Fire Bow,1
Mua Forest Chest 4900,Flail,1
Mua Forest Chest 4900,Flame Scroll,1
Mua Forest Chest 4900,Gauntlets,1
Mua Forest Chest 4900,Golem,2
Mua Forest Chest 4900,Hero Drink,1
Mua Forest Chest 4900,Lumina Robe,1
Mua Forest Chest 4900,Magus,1
Mua Forest Chest 4900,Mythril Glove,1
Mua Forest Chest 4900,Mythril Sword,1
Mua Forest Chest 4900,Observe,1
Mua Forest Chest 4900,Ogre Killer,2
Mua Forest Chest 4900,Potion,2
Mua Forest Chest 4900,Power Drink,2
Mua Forest Chest 4900,Pray,1
Mua Forest Chest 4900,RisingSun,1
Mua Forest Chest 4900,Rune Axe,1
Mua Forest Chest 4900,Steal,1
Mua Forest Chest 4900,Tame,1
Mua Forest Chest 4900,Tent,1
Mua Forest Chest 4900,Thunder Bow,1
Mua Forest Chest 4900,Tiger Mask,1
Mua Forest Chest 4900,Venom Axe,1
Mua Forest Chest 4900,Venom Rod,1
Mua Forest Chest 4900,War Hammer,1
Mua Forest Chest 4900,Water Scroll,1
Mua Forest Chest 4900,Wizard Rod,1
Mua Forest Chest 4900,X-Magic,1
Mua Forest Chest 9500,Aegis Shield,1
Mua Forest Chest 9500,Air Blade,1
Mua Forest Chest 9500,Analyze,1
Mua Forest Chest 9500,BeastKiller,1
Mua Forest Chest 9500,Blue,1
Mua Forest Chest 9500,BuildUp,1
Mua Forest Chest 9500,Chicken Knife,1
Mua Forest Chest 9500,Coral Ring,2
Mua Forest Chest 9500,Coral Sword,2
Mua Forest Chest 9500,Crystal Shield,1
Mua Forest Chest 9500,DarkSuit,2
Mua Forest Chest 9500,Darkness Bow,1
Mua Forest Chest 9500,Dbl Grip,1
Mua Forest Chest 9500,Defender Sword,1
Mua Forest Chest 9500,DiamndPlt,1
Mua Forest Chest 9500,Diamond Armor,1
Mua Forest Chest 9500,Diamond Shield,2
Mua Forest Chest 9500,DoomCut,1
Mua Forest Chest 9500,Dragon's Whisker,1
Mua Forest Chest 9500,DragonFang,1
Mua Forest Chest 9500,Drain Sword,1
Mua Forest Chest 9500,DrgnCrest,1
Mua Forest Chest 9500,Equip Axes,1
Mua Forest Chest 9500,Equip Rods,1
Mua Forest Chest 9500,Equip Whips,1
Mua Forest Chest 9500,Excalibur,1
Mua Forest Chest 9500,Fire Rod,2
Mua Forest Chest 9500,Flame Scroll,2
Mua Forest Chest 9500,Forged,1
Mua Forest Chest 9500,Genji Helm,1
Mua Forest Chest 9500,Golden Helm,2
Mua Forest Chest 9500,GrnBeret,1
Mua Forest Chest 9500,Guardian,1
Mua Forest Chest 9500,Kaiser Knuckles,1
Mua Forest Chest 9500,Katana,1
Mua Forest Chest 9500,Kotetsu,1
Mua Forest Chest 9500,Kunai,1
Mua Forest Chest 9500,Maiden's Kiss,1
Mua Forest Chest 9500,Mythril Knife,1
Mua Forest Chest 9500,Mythril Sword,1
Mua Forest Chest 9500,Ogre Killer,1
Mua Forest Chest 9500,OmegaMedl,1
Mua Forest Chest 9500,Power Staff,1
Mua Forest Chest 9500,Preemptive,1
Mua Forest Chest 9500,RegalCut,1
Mua Forest Chest 9500,Revivify,1
Mua Forest Chest 9500,Running Shoes,1
Mua Forest Chest 9500,Sage's Staff,1
Mua Forest Chest 9500,Shuriken,1
Mua Forest Chest 9500,Silk robe,1
Mua Forest Chest 9500,Silver Armlet,1
Mua Forest Chest 9500,Silver Bow,1
Mua Forest Chest 9500,Sing,1
Mua Forest Chest 9500,Staff,1
Mua Forest Chest 9500,Steal,1
Mua Forest Chest 9500,Strength,1
Mua Forest Chest 9500,Tame,1
Mua Forest Chest 9500,Thief Knife,1
Mua Forest Chest 9500,Thornlet,1
Mua Forest Chest 9500,Training Suit,1
Mua Forest Chest 9500,TurtleShell,1
Mua Forest Chest 9500,Venom Axe,1
Mua Forest Chest 9500,Venom Rod,1
Mua Forest Chest 9500,Wall Ring,1
Mua Forest Chest Cabin,Berserk,1
Mua Forest Chest Cabin,Bizen,1
Mua Forest Chest Cabin,Brawl,1
Mua Forest Chest Cabin,Cabin,24
Mua Forest Chest Cabin,Capture,1
Mua Forest Chest Cabin,Chain Whip,1
Mua Forest Chest Cabin,Circlet,1
Mua Forest Chest Cabin,Control,1
Mua Forest Chest Cabin,Coral Sword,1
Mua Forest Chest Cabin,Counter,1
Mua Forest Chest Cabin,DiamndPlt,1
Mua Forest Chest Cabin,DmgFloor,1
Mua Forest Chest Cabin,DoomCut,1
Mua Forest Chest Cabin,Dragon's Whisker,1
Mua Forest Chest Cabin,DragonFang,1
Mua Forest Chest Cabin,Dream Harp,1
Mua Forest Chest Cabin,Elixir,2
Mua Forest Chest Cabin,Equip Harps,1
Mua Forest Chest Cabin,Ether,1
Mua Forest Chest Cabin,Fire Bow,1
Mua Forest Chest Cabin,Fire Rod,1
Mua Forest Chest Cabin,Flame Whip,1
Mua Forest Chest Cabin,Flametongue,1
Mua Forest Chest Cabin,Full Moon,1
Mua Forest Chest Cabin,Giant's Gloves,1
Mua Forest Chest Cabin,Giyaman,1
Mua Forest Chest Cabin,HiPotion,1
Mua Forest Chest Cabin,Holy Lance,1
Mua Forest Chest Cabin,IceBrand,1
Mua Forest Chest Cabin,Katana,1
Mua Forest Chest Cabin,Kick,1
Mua Forest Chest Cabin,Leather Armor,1
Mua Forest Chest Cabin,Mythril Armor,1
Mua Forest Chest Cabin,Mythril Helm,1
Mua Forest Chest Cabin,Mythril Shield,1
Mua Forest Chest Cabin,Partisan,1
Mua Forest Chest Cabin,Phoenix Down,1
Mua Forest Chest Cabin,Power Drink,1
Mua Forest Chest Cabin,Power Wrist,1
Mua Forest Chest Cabin,Pray,1
Mua Forest Chest Cabin,Rainbow Dress,1
Mua Forest Chest Cabin,Revivify,1
Mua Forest Chest Cabin,Silk robe,2
Mua Forest Chest Cabin,Silver Bow,2
Mua Forest Chest Cabin,Sing,2
Mua Forest Chest Cabin,Soot,1
Mua Forest Chest Cabin,Spear,1
Mua Forest Chest Cabin,Stealth Suit,2
Mua Forest Chest Cabin,Tempest,1
Mua Forest Chest Cabin,Thor Hammer,1
Mua Forest Chest Cabin,Thunder Scroll,2
Mua Forest Chest Cabin,Thunder Whip,1
Mua Forest Chest Cabin,Training Suit,2
Mua Forest Chest Cabin,Wall Ring,1
Mua Forest Chest Cabin,Water Scroll,1
Mua Forest Chest Cabin,Whip,1
Mua Forest Chest Elixir,Angel Gwn,1
Mua Forest Chest Elixir,Apollo's Harp,1
Mua Forest Chest Elixir,BeastKiller,1
Mua Forest Chest Elixir,BuildUp,1
Mua Forest Chest Elixir,CornaJar,2
Mua Forest Chest Elixir,Diamond Helm,1
Mua Forest Chest Elixir,Elixir,13
Mua Forest Chest Elixir,Elven Bow,1
Mua Forest Chest Elixir,Enhancer,1
Mua Forest Chest Elixir,Equip Axes,1
Mua Forest Chest Elixir,Equip Katana,1
Mua Forest Chest Elixir,Equip Swords,1
Mua Forest Chest Elixir,Equip Whips,1
Mua Forest Chest Elixir,Ether,1
Mua Forest Chest Elixir,Evade,1
Mua Forest Chest Elixir,Flame Ring,1
Mua Forest Chest Elixir,Flame Whip,1
Mua Forest Chest Elixir,Genji Shield,1
Mua Forest Chest Elixir,Giant's Axe,1
Mua Forest Chest Elixir,Giyaman,1
Mua Forest Chest Elixir,Golden Armor,1
Mua Forest Chest Elixir,Holy Lance,1
Mua Forest Chest Elixir,Ice Shield,1
Mua Forest Chest Elixir,Javelin,1
Mua Forest Chest Elixir,Knife,1
Mua Forest Chest Elixir,Maiden's Kiss,1
Mua Forest Chest Elixir,Mythril Helm,1
Mua Forest Chest Elixir,Mythril Knife,2
Mua Forest Chest Elixir,Mythril Spear,1
Mua Forest Chest Elixir,Partisan,1
Mua Forest Chest Elixir,Revive,1
Mua Forest Chest Elixir,Rod,1
Mua Forest Chest Elixir,Rune Axe,1
Mua Forest Chest Elixir,Sing,2
Mua Forest Chest Elixir,Slash,1
Mua Forest Chest Elixir,Soot,1
Mua Forest Chest Elixir,Steal,1
Mua Forest Chest Elixir,Strength,2
Mua Forest Chest Elixir,SwdSlap,1
Mua Forest Chest Elixir,Tent,1
Mua Forest Chest Elixir,Thornlet,1
Mua Forest Chest Elixir,Thunder Whip,1
Mua Forest Chest Elixir,Tricorn Hat,1
Mua Forest Chest Elixir,Wall Ring,1
Mua Forest Chest Elixir,X-Magic,1
Mua Forest Chest Elixir,Yoichi Bow,1
Mua Forest Chest Ether,Artemis Bow,1
Mua Forest Chest Ether,Assassin,1
Mua Forest Chest Ether,Bandana,2
Mua Forest Chest Ether,Bard's Surplice,1
Mua Forest Chest Ether,Brawl,1
Mua Forest Chest Ether,Broadsword,2
Mua Forest Chest Ether,Bronze Armor,1
Mua Forest Chest Ether,Capture,1
Mua Forest Chest Ether,Combine,1
Mua Forest Chest Ether,Crystal Helm,1
Mua Forest Chest Ether,Dancing Dagger,1
Mua Forest Chest Ether,Diamond Armor,1
Mua Forest Chest Ether,DoomCut,2
Mua Forest Chest Ether,DragonFang,1
Mua Forest Chest Ether,Enhancer,1
Mua Forest Chest Ether,Equip Armors,1
Mua Forest Chest Ether,Equip Axes,1
Mua Forest Chest Ether,Equip Bows,1
Mua Forest Chest Ether,Ether,23
Mua Forest Chest Ether,Full Moon,1
Mua Forest Chest Ether,GilToss,1
Mua Forest Chest Ether,Golden Shield,1
Mua Forest Chest Ether,Guardian,2
Mua Forest Chest Ether,Image,2
Mua Forest Chest Ether,Leather Shoes,1
Mua Forest Chest Ether,ManEater,1
Mua Forest Chest Ether,Masamune,1
Mua Forest Chest Ether,Morning Star,1
Mua Forest Chest Ether,Mythril Armor,1
Mua Forest Chest Ether,Mythril Hammer,1
Mua Forest Chest Ether,Mythril Shield,1
Mua Forest Chest Ether,Mythril Sword,1
Mua Forest Chest Ether,Observe,1
Mua Forest Chest Ether,Orialcon,1
Mua Forest Chest Ether,Potion,1
Mua Forest Chest Ether,Power Wrist,1
Mua Forest Chest Ether,Preemptive,1
Mua Forest Chest Ether,Ragnarok,1
Mua Forest Chest Ether,Rainbow Dress,1
Mua Forest Chest Ether,RegalCut,1
Mua Forest Chest Ether,Shoat,2
Mua Forest Chest Ether,Steal,1
Mua Forest Chest Ether,SwdSlap,1
Mua Forest Chest Ether,Venom Axe,1
Mua Forest Chest Ether,Wizard Rod,1
Mua Forest Chest Ether,X-Magic,1
Mua Forest Chest Ether,Yoichi Bow,1
Mua Forest Chest Flametongue,2-Handed,1
Mua Forest Chest Flametongue,Air Blade,1
Mua Forest Chest Flametongue,Air Lance,1
Mua Forest Chest Flametongue,Angel Ring,1
Mua Forest Chest Flametongue,Bandana,1
Mua Forest Chest Flametongue,Bone Mail,1
Mua Forest Chest Flametongue,Bronze Helm,1
Mua Forest Chest Flametongue,BuildUp,1
Mua Forest Chest Flametongue,Cabin,1
Mua Forest Chest Flametongue,Chain Whip,1
Mua Forest Chest Flametongue,Conjure,1
Mua Forest Chest Flametongue,Coral Sword,1
Mua Forest Chest Flametongue,Cursed Ring,1
Mua Forest Chest Flametongue,DblLance,1
Mua Forest Chest Flametongue,Diamond Armor,1
Mua Forest Chest Flametongue,Dragoon Lance,1
Mua Forest Chest Flametongue,Equip Ribbon,1
Mua Forest Chest Flametongue,Flame Shield,1
Mua Forest Chest Flametongue,Flametongue,15
Mua Forest Chest Flametongue,Full Moon,1
Mua Forest Chest Flametongue,Gaia Gear,1
Mua Forest Chest Flametongue,Glasses,1
Mua Forest Chest Flametongue,Gold Hairpin,1
Mua Forest Chest Flametongue,Golden Helm,1
Mua Forest Chest Flametongue,Guard Ring,1
Mua Forest Chest Flametongue,Kunai,1
Mua Forest Chest Flametongue,Lamia's Harp,1
Mua Forest Chest Flametongue,Lamia's Tiara,1
Mua Forest Chest Flametongue,Lillith Rod,2
Mua Forest Chest Flametongue,Lumina Robe,1
Mua Forest Chest Flametongue,Mage Masher,1
Mua Forest Chest Flametongue,Mantra,1
Mua Forest Chest Flametongue,Mythril Knife,1
Mua Forest Chest Flametongue,Mythril Staff,1
Mua Forest Chest Flametongue,Ogre Killer,1
Mua Forest Chest Flametongue,Plumed Hat,1
Mua Forest Chest Flametongue,Potion,1
Mua Forest Chest Flametongue,Preemptive,1
Mua Forest Chest Flametongue,RisingSun,1
Mua Forest Chest Flametongue,Rune Chime,1
Mua Forest Chest Flametongue,RuneEdge,1
Mua Forest Chest Flametongue,Running Shoes,1
Mua Forest Chest Flametongue,Shuriken,1
Mua Forest Chest Flametongue,Sing,1
Mua Forest Chest Flametongue,Smoke,1
Mua Forest Chest Flametongue,Soot,1
Mua Forest Chest Flametongue,Spear,1
Mua Forest Chest Flametongue,Staff of Light,1
Mua Forest Chest Flametongue,SwdSlap,1
Mua Forest Chest Flametongue,Terrain,1
Mua Forest Chest Flametongue,Thunder Rod,2
Mua Forest Chest Flametongue,Thunder Whip,1
Mua Forest Chest Flametongue,Wind Spear,1
Mua Forest Chest Giant Drink,Angel Gwn,1
Mua Forest Chest Giant Drink,Avis Killer,1
Mua Forest Chest Giant Drink,Bard's Surplice,1
Mua Forest Chest Giant Drink,Cabin,1
Mua Forest Chest Giant Drink,Coronet,2
Mua Forest Chest Giant Drink,Crystal Shield,1
Mua Forest Chest Giant Drink,Dagger,1
Mua Forest Chest Giant Drink,DmgFloor,1
Mua Forest Chest Giant Drink,DoomCut,1
Mua Forest Chest Giant Drink,Dragoon Lance,2
Mua Forest Chest Giant Drink,DrgnCrest,1
Mua Forest Chest Giant Drink,Drink,1
Mua Forest Chest Giant Drink,Earth Hammer,1
Mua Forest Chest Giant Drink,Equip Harps,1
Mua Forest Chest Giant Drink,Equip Shield,1
Mua Forest Chest Giant Drink,Equip Whips,1
Mua Forest Chest Giant Drink,Excailbur,1
Mua Forest Chest Giant Drink,Excalibur,2
Mua Forest Chest Giant Drink,Flame Scroll,1
Mua Forest Chest Giant Drink,Flametongue,1
Mua Forest Chest Giant Drink,Genji Helm,1
Mua Forest Chest Giant Drink,Giant Drink,20
Mua Forest Chest Giant Drink,Golden Helm,1
Mua Forest Chest Giant Drink,Golem,4
Mua Forest Chest Giant Drink,Gungnir,1
Mua Forest Chest Giant Drink,Image,2
Mua Forest Chest Giant Drink,Kotetsu,1
Mua Forest Chest Giant Drink,Lamia's Harp,1
Mua Forest Chest Giant Drink,Lamia's Tiara,1
Mua Forest Chest Giant Drink,Murasume,1
Mua Forest Chest Giant Drink,Mythril Glove,1
Mua Forest Chest Giant Drink,Mythril Helm,1
Mua Forest Chest Giant Drink,Mythril Shield,2
Mua Forest Chest Giant Drink,Phoenix Down,1
Mua Forest Chest Giant Drink,Slumber Sword,2
Mua Forest Chest Giant Drink,Smoke,1
Mua Forest Chest Giant Drink,Soot,1
Mua Forest Chest Giant Drink,Spear,1
Mua Forest Chest Giant Drink,Staff of Light,1
Mua Forest Chest Giant Drink,Thor Hammer,1
Mua Forest Chest Giant Drink,Thornlet,3
Mua Forest Chest Giant Drink,Thunder Scroll,1
Mua Forest Chest Giant Drink,Tricorn Hat,1
Mua Forest Chest Giant Drink,Water Scroll,1
Mua Forest Chest Giant Drink,Whip,1
Mua Forest Chest Giant Drink,White Robe,1
Mua Forest Chest Morning Star,Air Blade,1
Mua Forest Chest Morning Star,Ancient Sword,2
Mua Forest Chest Morning Star,Apollo's Harp,1
Mua Forest Chest Morning Star,Berserk,1
Mua Forest Chest Morning Star,Bronze Shield,1
Mua Forest Chest Morning Star,Cabin,1
Mua Forest Chest Morning Star,Capture,1
Mua Forest Chest Morning Star,Caution,1
Mua Forest Chest Morning Star,Cotton Robe,1
Mua Forest Chest Morning Star,DarkSuit,2
Mua Forest Chest Morning Star,Darkness Bow,1
Mua Forest Chest Morning Star,DiamndPlt,1
Mua Forest Chest Morning Star,Drain Sword,1
Mua Forest Chest Morning Star,Elf Cape,1
Mua Forest Chest Morning Star,Epee Sword,1
Mua Forest Chest Morning Star,Equip Spears,1
Mua Forest Chest Morning Star,Escape,1
Mua Forest Chest Morning Star,Flame Shield,2
Mua Forest Chest Morning Star,Giant's Axe,1
Mua Forest Chest Morning Star,Glasses,1
Mua Forest Chest Morning Star,Gold Hairpin,1
Mua Forest Chest Morning Star,Golden Armor,1
Mua Forest Chest Morning Star,Golden Helm,1
Mua Forest Chest Morning Star,Golden Shield,1
Mua Forest Chest Morning Star,Hero Drink,1
Mua Forest Chest Morning Star,IceBrand,2
Mua Forest Chest Morning Star,Katana,1
Mua Forest Chest Morning Star,Kick,1
