shop_name,item,value
Karnak Weapon 2,Magic,1
Karnak Weapon 2,Maiden's Kiss,6
Karnak Weapon 2,Meteo,2
Karnak Weapon 2,MgcSwrd Lv.4,1
Karnak Weapon 2,MgcSwrd Lv.5,1
Karnak Weapon 2,MgcSwrd Lv.6,1
Karnak Weapon 2,MindBlst,2
Karnak Weapon 2,Mirage Vest,1
Karnak Weapon 2,Mute,2
Karnak Weapon 2,Mythril Armor,1
Karnak Weapon 2,Mythril Glove,3
Karnak Weapon 2,Mythril Helm,1
Karnak Weapon 2,Mythril Shield,1
Karnak Weapon 2,Mythril Spear,1
Karnak Weapon 2,Mythril Staff,3
Karnak Weapon 2,Mythril Sword,2
Karnak Weapon 2,Observe,1
Karnak Weapon 2,Ogre Killer,2
Karnak Weapon 2,Old,1
Karnak Weapon 2,OmegaMedl,1
Karnak Weapon 2,Partisan,1
Karnak Weapon 2,Phenix,1
Karnak Weapon 2,Phoenix Down,10
Karnak Weapon 2,Pinwheel,2
Karnak Weapon 2,Potion,6
Karnak Weapon 2,Power,1
Karnak Weapon 2,Power Staff,1
Karnak Weapon 2,Protect Drink,1
Karnak Weapon 2,Psych,4
Karnak Weapon 2,Quick,1
Karnak Weapon 2,Rainbow Dress,1
Karnak Weapon 2,Ramuh,2
Karnak Weapon 2,Red Lv.2,1
Karnak Weapon 2,Red Shoes,1
Karnak Weapon 2,Regen,3
Karnak Weapon 2,Remora,2
Karnak Weapon 2,Revive,1
Karnak Weapon 2,Revivify,8
Karnak Weapon 2,RisingSun,1
Karnak Weapon 2,Rune Axe,1
Karnak Weapon 2,RuneEdge,2
Karnak Weapon 2,Scan,1
Karnak Weapon 2,Shiva,1
Karnak Weapon 2,Shoat,2
Karnak Weapon 2,Shuriken,2
Karnak Weapon 2,Silk robe,2
Karnak Weapon 2,Silver Armlet,1
Karnak Weapon 2,Silver Bow,1
Karnak Weapon 2,Silver Plate,1
Karnak Weapon 2,Slash,1
Karnak Weapon 2,Sleep,2
Karnak Weapon 2,Slow,1
Karnak Weapon 2,Slow2,1
Karnak Weapon 2,Slumber Sword,3
Karnak Weapon 2,Soft,9
Karnak Weapon 2,Soot,1
Karnak Weapon 2,Speed Drink,1
Karnak Weapon 2,Staff,3
Karnak Weapon 2,Staff of Light,1
Karnak Weapon 2,Steal,1
Karnak Weapon 2,Strength,2
Karnak Weapon 2,Summon Lv.1,1
Karnak Weapon 2,Summon Lv.2,1
Karnak Weapon 2,Summon Lv.5,2
Karnak Weapon 2,SwdSlap,1
Karnak Weapon 2,Syldra,1
Karnak Weapon 2,Sylph,1
Karnak Weapon 2,Tempest,1
Karnak Weapon 2,Tent,16
Karnak Weapon 2,Terrain,1
Karnak Weapon 2,Thief's Glove,1
Karnak Weapon 2,Thor Hammer,1
Karnak Weapon 2,Thornlet,1
Karnak Weapon 2,Thunder Bow,2
Karnak Weapon 2,Thunder Rod,2
Karnak Weapon 2,Thunder Whip,1
Karnak Weapon 2,Tiger Mask,1
Karnak Weapon 2,Tinkerbell,2
Karnak Weapon 2,Toad,1
Karnak Weapon 2,Training Suit,1
Karnak Weapon 2,Tricorn Hat,2
Karnak Weapon 2,TurtleShell,6
Karnak Weapon 2,Venom,2
Karnak Weapon 2,Vitality,2
Karnak Weapon 2,Void,3
Karnak Weapon 2,Wall,1
Karnak Weapon 2,Wall Ring,2
Karnak Weapon 2,War Hammer,1
Karnak Weapon 2,Whip,4
Karnak Weapon 2,White Lv.3,1
Karnak Weapon 2,White Robe,1
Karnak Weapon 2,Wind Spear,1
Karnak Weapon 2,Wizard Rod,1
Kelb Armor,2-Handed,1
Kelb Armor,????,1
Kelb Armor,Aero,1
Kelb Armor,Aero 3,1
Kelb Armor,Agility,1
Kelb Armor,Aim,1
Kelb Armor,Air Blade,1
Kelb Armor,Air Lance,2
Kelb Armor,Analyze,1
Kelb Armor,Animals,2
Kelb Armor,Antdt,1
Kelb Armor,AntiMagic Bow,2
Kelb Armor,Antidote,5
Kelb Armor,AquaRake,1
Kelb Armor,Artemis Bow,1
Kelb Armor,Assassin,1
Kelb Armor,BeastKiller,1
Kelb Armor,Berserk,2
Kelb Armor,Bio,4
Kelb Armor,Bizen,1
Kelb Armor,Black Lv.3,1
Kelb Armor,Black Lv.4,1
Kelb Armor,Black Lv.5,1
Kelb Armor,Blowfish,1
Kelb Armor,Blue,1
Kelb Armor,Bolt,2
Kelb Armor,Bolt2,2
Kelb Armor,Bolt3,2
Kelb Armor,Break,6
Kelb Armor,Bronze Armor,1
Kelb Armor,Bronze Helm,2
Kelb Armor,BuildUp,2
Kelb Armor,Cabin,3
Kelb Armor,Catch,1
Kelb Armor,Chain Whip,2
Kelb Armor,Charm,6
Kelb Armor,Chicken Knife,1
Kelb Armor,Circlet,1
Kelb Armor,Combine,1
Kelb Armor,Condemn,1
Kelb Armor,CopperPlt,1
Kelb Armor,Coral Sword,2
Kelb Armor,Cotton Robe,1
Kelb Armor,Counter,2
Kelb Armor,Cover,1
Kelb Armor,Crbnkl,1
Kelb Armor,Crystal Armor,1
Kelb Armor,Crystal Helm,2
Kelb Armor,Crystal Shield,1
Kelb Armor,Cure,2
Kelb Armor,Cure2,1
Kelb Armor,Dagger,2
Kelb Armor,Dance,2
Kelb Armor,DarkHood,1
Kelb Armor,DarkMatter,1
Kelb Armor,Darkness Bow,1
Kelb Armor,DethClaw,1
Kelb Armor,DiamndPlt,3
Kelb Armor,Diamond Helm,1
Kelb Armor,Diamond Shield,1
Kelb Armor,Dimen Lv.2,1
Kelb Armor,Dimen Lv.4,3
Kelb Armor,Dimen Lv.5,1
Kelb Armor,Dispel,2
Kelb Armor,DmgFloor,1
Kelb Armor,Doom,1
Kelb Armor,DoomCut,1
Kelb Armor,DrgnCrest,2
Kelb Armor,Drink,4
Kelb Armor,DrkShock,1
Kelb Armor,Earth Hammer,1
Kelb Armor,Elf Cape,1
Kelb Armor,Elixir,7
Kelb Armor,Equip Armors,1
Kelb Armor,Equip Axes,1
Kelb Armor,Equip Bows,1
Kelb Armor,Equip Harps,1
Kelb Armor,Equip Ribbon,1
Kelb Armor,Equip Spears,2
Kelb Armor,Equip Swords,2
Kelb Armor,Equip Whips,2
Kelb Armor,Escape,2
Kelb Armor,Ether,5
Kelb Armor,Evade,2
Kelb Armor,Exit,1
Kelb Armor,Eyedrop,8
Kelb Armor,Fire,4
Kelb Armor,Fire Rod,2
Kelb Armor,Fire2,6
Kelb Armor,Fire3,10
Kelb Armor,Flail,1
Kelb Armor,Flametongue,1
Kelb Armor,Flare,2
Kelb Armor,Flirt,1
Kelb Armor,Forged,1
Kelb Armor,FrogSong,2
Kelb Armor,Full Moon,1
Kelb Armor,Fusion,1
Kelb Armor,Gaia Gear,3
Kelb Armor,Gale Bow,2
Kelb Armor,Gauntlets,2
Kelb Armor,GblinPnch,2
Kelb Armor,Giant Drink,2
Kelb Armor,Giyaman,1
Kelb Armor,Glasses,2
Kelb Armor,Golden Helm,3
Kelb Armor,Golden Shield,1
Kelb Armor,Golem,2
Kelb Armor,Guard Ring,1
Kelb Armor,Guardian,1
Kelb Armor,HP +10%,2
Kelb Armor,HP +20%,1
Kelb Armor,HP +30%,1
Kelb Armor,Haste,1
Kelb Armor,HiPotion,4
Kelb Armor,Hide,1
Kelb Armor,Holy,2
Kelb Armor,Iron Armor,1
Kelb Armor,Iron Helm,2
Kelb Armor,Javelin,2
Kelb Armor,Jump,1
Kelb Armor,Kick,2
Kelb Armor,Killer Bow,1
Kelb Armor,Kotetsu,1
Kelb Armor,Kunai,1
Kelb Armor,L2 Old,1
Kelb Armor,Lamia's Tiara,2
Kelb Armor,Leather Cap,1
Kelb Armor,Leather Shield,1
Kelb Armor,Leather Shoes,1
Kelb Armor,Life,2
Kelb Armor,Life2,1
Kelb Armor,Love,1
Kelb Armor,LuckMallet,12
Kelb Armor,Lumina Robe,1
Kelb Armor,Magus,2
Kelb Armor,Maiden's Kiss,7
Kelb Armor,ManEater,2
Kelb Armor,MgcSwrd Lv.2,1
Kelb Armor,MgcSwrd Lv.3,2
Kelb Armor,MgcSwrd Lv.4,1
Kelb Armor,MgcSwrd Lv.5,3
Kelb Armor,MgcSwrd Lv.7,1
Kelb Armor,MgthyGrd,1
Kelb Armor,Mimic,2
Kelb Armor,Mirage Vest,3
Kelb Armor,Missile,1
Kelb Armor,MoonFlut,1
Kelb Armor,Morning Star,2
Kelb Armor,Mute,12
Kelb Armor,Mythril Armor,1
Kelb Armor,Mythril Knife,1
Kelb Armor,Mythril Shield,1
Kelb Armor,Mythril Staff,2
Kelb Armor,Observe,1
Kelb Armor,Old,2
Kelb Armor,OmegaMedl,1
Kelb Armor,Orialcon,1
Kelb Armor,Partisan,1
Kelb Armor,Phoenix Down,4
Kelb Armor,Pinwheel,1
Kelb Armor,Potion,2
Kelb Armor,Pray,1
Kelb Armor,Preemptive,1
Kelb Armor,Protect Drink,1
Kelb Armor,Psych,4
Kelb Armor,Qrter,1
Kelb Armor,Ramuh,4
Kelb Armor,Red Lv.3,1
Kelb Armor,Regen,1
Kelb Armor,Requiem,2
Kelb Armor,Reset,2
Kelb Armor,Revive,2
Kelb Armor,Revivify,4
Kelb Armor,Ribbon,2
Kelb Armor,RisingSun,1
Kelb Armor,Roulette,2
Kelb Armor,Sage's Staff,1
Kelb Armor,Scan,1
Kelb Armor,Shoat,2
Kelb Armor,Silver Armlet,1
Kelb Armor,Silver Bow,2
Kelb Armor,Silver Harp,1
Kelb Armor,Size,1
Kelb Armor,Sleep,4
Kelb Armor,Slow,1
Kelb Armor,Soft,4
Kelb Armor,Staff,2
Kelb Armor,Staff of Light,2
Kelb Armor,Stop,1
Kelb Armor,Strength,2
Kelb Armor,Summon Lv.1,1
Kelb Armor,Summon Lv.2,1
Kelb Armor,Summon Lv.3,1
Kelb Armor,Summon Lv.5,1
Kelb Armor,SwdSlap,4
Kelb Armor,Syldra,2
Kelb Armor,Sylph,1
Kelb Armor,Tent,7
Kelb Armor,Terrain,1
Kelb Armor,Thunder Rod,1
Kelb Armor,Thunder Scroll,2
Kelb Armor,Thunder Whip,1
Kelb Armor,Time Slip,1
Kelb Armor,Toad,2
Kelb Armor,Training Suit,1
Kelb Armor,TurtleShell,4
Kelb Armor,Vampire,1
Kelb Armor,Venom Axe,1
Kelb Armor,Vitality,1
Kelb Armor,Void,1
Kelb Armor,Water Scroll,1
Kelb Armor,White Lv.2,3
Kelb Armor,White Lv.6,1
Kelb Armor,WhiteWind,3
Kelb Armor,Wizard Rod,2
Kelb Armor,X-Fight,1
Kelb Armor,Yoichi Bow,1
Kelb Weapon,2-Handed,1
Kelb Weapon,????,2
Kelb Weapon,Aegis Shield,1
Kelb Weapon,Aero,1
Kelb Weapon,Aero 2,4
Kelb Weapon,Aero 3,4
Kelb Weapon,Agility,1
Kelb Weapon,Aim,1
Kelb Weapon,Air Blade,1
Kelb Weapon,Air Lance,1
Kelb Weapon,Analyze,1
Kelb Weapon,Ancient Sword,1
Kelb Weapon,Angel Gwn,1
Kelb Weapon,Animals,2
Kelb Weapon,AntiMagic Bow,2
Kelb Weapon,Antidote,1
Kelb Weapon,AquaRake,1
Kelb Weapon,Assassin,1
Kelb Weapon,Bahmut,1
Kelb Weapon,Bandana,3
Kelb Weapon,Barrier,1
Kelb Weapon,Battle Axe,1
Kelb Weapon,BeastKiller,1
Kelb Weapon,Berserk,3
Kelb Weapon,Bersk,2
Kelb Weapon,Bio,4
Kelb Weapon,Black Lv.1,2
Kelb Weapon,Black Lv.3,1
Kelb Weapon,Black Lv.4,1
Kelb Weapon,Black Lv.5,3
Kelb Weapon,Black Robe,1
Kelb Weapon,Blowfish,3
Kelb Weapon,Blue,1
Kelb Weapon,Bolt,2
Kelb Weapon,Bolt2,2
Kelb Weapon,Bolt3,14
Kelb Weapon,Brawl,1
Kelb Weapon,Broadsword,2
Kelb Weapon,Bronze Armor,2
Kelb Weapon,Bronze Helm,2
Kelb Weapon,BuildUp,1
Kelb Weapon,Cabin,1
Kelb Weapon,Capture,2
Kelb Weapon,Caution,1
Kelb Weapon,Chain Whip,1
Kelb Weapon,Charm,6
Kelb Weapon,Comet,1
Kelb Weapon,Conjure,2
Kelb Weapon,CopperPlt,3
Kelb Weapon,Coral Sword,2
Kelb Weapon,Cotton Robe,1
Kelb Weapon,Counter,2
Kelb Weapon,Cover,2
Kelb Weapon,Crbnkl,2
Kelb Weapon,Crystal Armor,1
Kelb Weapon,Crystal Helm,2
Kelb Weapon,Crystal Shield,2
Kelb Weapon,Cure,2
Kelb Weapon,Cure2,1
Kelb Weapon,Cure3,1
Kelb Weapon,Cursed Shield,2
Kelb Weapon,Dagger,1
Kelb Weapon,Dance,1
Kelb Weapon,Dancing Dagger,1
Kelb Weapon,DarkMatter,1
Kelb Weapon,DarkSuit,2
Kelb Weapon,Darkness Bow,1
Kelb Weapon,DblLance,2
Kelb Weapon,Defender Sword,1
Kelb Weapon,Demi,2
Kelb Weapon,DethClaw,2
Kelb Weapon,Diamond Armor,1
Kelb Weapon,Diamond Helm,2
Kelb Weapon,Dimen Lv.3,2
Kelb Weapon,Dimen Lv.4,1
Kelb Weapon,Dimen Lv.5,1
Kelb Weapon,DmgFloor,1
Kelb Weapon,DoomCut,2
Kelb Weapon,DragonFang,2
Kelb Weapon,Dragoon Lance,1
Kelb Weapon,Drain,4
Kelb Weapon,DrgnCrest,1
Kelb Weapon,DrgnSwd,1
Kelb Weapon,Drink,5
Kelb Weapon,DrkShock,2
Kelb Weapon,Earth Bell,2
Kelb Weapon,Earth Hammer,1
Kelb Weapon,Elixir,5
Kelb Weapon,Elven Bow,1
Kelb Weapon,Emission,1
Kelb Weapon,Enhancer,1
Kelb Weapon,Epee Sword,2
Kelb Weapon,Equip Armors,1
Kelb Weapon,Equip Axes,2
Kelb Weapon,Equip Harps,3
Kelb Weapon,Equip Ribbon,1
Kelb Weapon,Equip Rods,2
Kelb Weapon,Equip Spears,1
Kelb Weapon,Equip Swords,1
Kelb Weapon,Equip Whips,2
Kelb Weapon,Escape,2
Kelb Weapon,Ether,3
Kelb Weapon,Excailbur,1
Kelb Weapon,Excalibur,1
Kelb Weapon,Exit,2
Kelb Weapon,Eyedrop,2
Kelb Weapon,Fire,4
Kelb Weapon,Fire Bow,3
Kelb Weapon,Fire Rod,2
Kelb Weapon,Fire2,4
Kelb Weapon,Fire3,4
Kelb Weapon,Flail,2
Kelb Weapon,Flame Ring,3
Kelb Weapon,Flame Scroll,1
Kelb Weapon,Flame Shield,3
Kelb Weapon,Flame Whip,1
Kelb Weapon,Flare,2
Kelb Weapon,Flash,2
Kelb Weapon,Flirt,1
Kelb Weapon,Float,3
Kelb Weapon,FrogSong,1
Kelb Weapon,Full Moon,1
Kelb Weapon,Fusion,1
Kelb Weapon,Gaia Gear,1
Kelb Weapon,Gale Bow,1
Kelb Weapon,Gauntlets,3
Kelb Weapon,GblinPnch,1
Kelb Weapon,Genji Gloves,1
Kelb Weapon,Genji Helm,1
Kelb Weapon,Genji Shield,1
Kelb Weapon,Giant Drink,1
Kelb Weapon,Giant's Axe,1
Kelb Weapon,GilToss,3
Kelb Weapon,Glasses,1
Kelb Weapon,Gold Hairpin,4
Kelb Weapon,Golden Armor,1
Kelb Weapon,Golden Helm,2
Kelb Weapon,Golden Shield,2
Kelb Weapon,Golem,6
Kelb Weapon,Guard Ring,3
Kelb Weapon,GuardOff,3
Kelb Weapon,Guardian,1
Kelb Weapon,Gungnir,2
Kelb Weapon,HP +20%,1
Kelb Weapon,Hammer,1
Kelb Weapon,Hast2,2
Kelb Weapon,Haste,2
Kelb Weapon,Heal,1
Kelb Weapon,Hero,4
Kelb Weapon,Hero Drink,1
Kelb Weapon,HiPotion,5
Kelb Weapon,Holy,10
Kelb Weapon,Holy Lance,1
Kelb Weapon,Ice,2
Kelb Weapon,Ice Bow,2
Kelb Weapon,Ice Rod,2
Kelb Weapon,Ice Shield,1
Kelb Weapon,Ice2,8
Kelb Weapon,Ice3,2
Kelb Weapon,Image,6
Kelb Weapon,Iron Helm,3
Kelb Weapon,Iron Shield,2
Kelb Weapon,Katana,2
Kelb Weapon,Kick,1
Kelb Weapon,Killer Bow,1
Kelb Weapon,Knife,2
Kelb Weapon,Kodachi,2
Kelb Weapon,Kotetsu,3
Kelb Weapon,Kunai,1
Kelb Weapon,L2 Old,1
Kelb Weapon,L3 Flare,4
Kelb Weapon,L4 Qrter,4
Kelb Weapon,L5 Doom,1
Kelb Weapon,Lamia's Harp,1
Kelb Weapon,Leather Armor,1
Kelb Weapon,Leather Cap,2
Kelb Weapon,Leather Shield,2
Kelb Weapon,Leather Shoes,1
Kelb Weapon,Levia,2
Kelb Weapon,Life2,2
Kelb Weapon,Lillith Rod,2
Kelb Weapon,Love,1
Kelb Weapon,LuckMallet,4
Kelb Weapon,Lumina Robe,1
Kelb Weapon,MP +10%,2
Kelb Weapon,MP +30%,1
Kelb Weapon,Magic,3
Kelb Weapon,Magus,2
Kelb Weapon,Maiden's Kiss,3
Kelb Weapon,ManEater,1
Kelb Weapon,Mantra,3
Kelb Weapon,Medicine,3
Kelb Weapon,MgcSwrd Lv.3,1
Kelb Weapon,MgcSwrd Lv.4,4
Kelb Weapon,MgcSwrd Lv.6,2
Kelb Weapon,MgcSwrd Lv.7,1
Kelb Weapon,Mirage Vest,1
Kelb Weapon,Missile,1
Kelb Weapon,MoonFlut,1
Kelb Weapon,Mute,10
Kelb Weapon,Mythril Glove,1
Kelb Weapon,Mythril Hammer,1
Kelb Weapon,Mythril Helm,1
Kelb Weapon,Mythril Knife,1
Kelb Weapon,Mythril Spear,3
Kelb Weapon,Mythril Staff,2
Kelb Weapon,Mythril Sword,2
Kelb Weapon,Observe,1
Kelb Weapon,Odin,2
Kelb Weapon,Ogre Killer,1
Kelb Weapon,Old,2
Kelb Weapon,OmegaMedl,1
Kelb Weapon,Orialcon,2
Kelb Weapon,Partisan,1
Kelb Weapon,Phenix,1
Kelb Weapon,Phoenix Down,2
Kelb Weapon,Plumed Hat,1
Kelb Weapon,Potion,5
Kelb Weapon,Power,1
Kelb Weapon,Power Drink,3
Kelb Weapon,Power Staff,1
Kelb Weapon,Protect Drink,1
Kelb Weapon,Qrter,4
Kelb Weapon,Quick,2
Kelb Weapon,Ramuh,6
Kelb Weapon,Red Lv.1,2
Kelb Weapon,Red Lv.2,1
Kelb Weapon,RegalCut,2
Kelb Weapon,Remora,3
Kelb Weapon,Requiem,1
Kelb Weapon,Reset,3
Kelb Weapon,Revive,3
Kelb Weapon,Revivify,3
Kelb Weapon,Ribbon,1
Kelb Weapon,Rod,2
Kelb Weapon,Roulette,1
Kelb Weapon,Rune Axe,1
Kelb Weapon,Rune Chime,1
Kelb Weapon,RuneEdge,1
Kelb Weapon,Sasuke,2
Kelb Weapon,Scan,1
Kelb Weapon,Shell,4
Kelb Weapon,Shiva,3
Kelb Weapon,Shoat,6
Kelb Weapon,Shuriken,3
Kelb Weapon,Silk robe,1
Kelb Weapon,Silver Armlet,1
Kelb Weapon,Silver Bow,1
Kelb Weapon,Silver Harp,3
Kelb Weapon,Silver Plate,1
Kelb Weapon,Sing,3
Kelb Weapon,Slash,2
Kelb Weapon,Sleep,4
Kelb Weapon,Slow2,1
Kelb Weapon,Slumber Sword,6
Kelb Weapon,Smoke,1
Kelb Weapon,Soft,2
Kelb Weapon,Soot,2
Kelb Weapon,Spear,3
Kelb Weapon,Speed,1
Kelb Weapon,Staff,1
Kelb Weapon,Staff of Light,3
Kelb Weapon,Stealth Suit,4
Kelb Weapon,Stop,1
Kelb Weapon,Strength,1
Kelb Weapon,Summon Lv.2,1
Kelb Weapon,Summon Lv.3,1
Kelb Weapon,Summon Lv.4,2
Kelb Weapon,Summon Lv.5,1
Kelb Weapon,SwdSlap,1
Kelb Weapon,Syldra,1
Kelb Weapon,Tame,1
Kelb Weapon,Tent,1
Kelb Weapon,Terrain,3
Kelb Weapon,Thornlet,2
Kelb Weapon,Throw,2
Kelb Weapon,Thunder Bow,1
Kelb Weapon,Thunder Scroll,2
Kelb Weapon,Thunder Whip,1
Kelb Weapon,TinySong,2
Kelb Weapon,Toad,2
Kelb Weapon,Tricorn Hat,1
Kelb Weapon,Trident,2
Kelb Weapon,TurtleShell,4
Kelb Weapon,Vampire,1
Kelb Weapon,Venom,4
Kelb Weapon,Venom Axe,2
Kelb Weapon,Venom Rod,1
Kelb Weapon,Void,1
Kelb Weapon,Wall,3
Kelb Weapon,War Hammer,2
Kelb Weapon,Water Scroll,1
Kelb Weapon,Whip,3
Kelb Weapon,White Lv.2,1
Kelb Weapon,White Lv.3,1
Kelb Weapon,White Lv.4,1
Kelb Weapon,White Lv.5,1
Kelb Weapon,White Lv.6,2
Kelb Weapon,White Robe,1
Kelb Weapon,Wind Spear,1
Kelb Weapon,X-Fight,1
Kelb Weapon,Yoichi Bow,1
Lix Armor,2-Handed,1
Lix Armor,????,1
Lix Armor,Aero 2,2
Lix Armor,Aero 3,1
Lix Armor,Air Lance,1
Lix Armor,Analyze,2
Lix Armor,Angel Gwn,2
Lix Armor,Antidote,4
Lix Armor,AquaRake,2
Lix Armor,Armor,1
Lix Armor,Bahmut,2
Lix Armor,Berserk,1
Lix Armor,Bizen,1
Lix Armor,Black Lv.1,2
Lix Armor,Black Lv.2,3
Lix Armor,Black Lv.4,2
Lix Armor,Black Lv.6,1
Lix Armor,Black Robe,2
Lix Armor,Blue,3
Lix Armor,Bolt2,2
Lix Armor,Bolt3,10
Lix Armor,Break,4
Lix Armor,Bronze Helm,1
Lix Armor,Bronze Shield,1
Lix Armor,Cabin,4
Lix Armor,Charm,6
Lix Armor,Condemn,1
Lix Armor,Conjure,1
Lix Armor,Coral Sword,2
Lix Armor,CornaJar,1
Lix Armor,Cotton Robe,1
Lix Armor,Counter,4
Lix Armor,Cover,1
Lix Armor,Crystal Armor,1
Lix Armor,Crystal Shield,1
Lix Armor,Cure,1
Lix Armor,Cure2,2
Lix Armor,Cure3,1
Lix Armor,Cursed Ring,1
Lix Armor,Dagger,1
Lix Armor,DarkMatter,1
Lix Armor,Darkness Bow,1
Lix Armor,Dbl Grip,1
Lix Armor,Defender Sword,1
Lix Armor,Demi,1
Lix Armor,Diamond Armlet,1
Lix Armor,Dimen Lv.1,1
Lix Armor,Dimen Lv.3,3
Lix Armor,Dimen Lv.4,2
Lix Armor,Dimen Lv.5,1
Lix Armor,DmgFloor,1
Lix Armor,Doom,1
Lix Armor,DoomCut,3
Lix Armor,Drain,6
Lix Armor,Drain Sword,1
Lix Armor,DrgnCrest,2
Lix Armor,Drink,1
Lix Armor,Earth Bell,1
Lix Armor,Earth Hammer,1
Lix Armor,Elixir,5
Lix Armor,Enhancer,1
Lix Armor,Equip Katana,1
Lix Armor,Equip Spears,2
Lix Armor,Equip Swords,1
Lix Armor,Equip Whips,1
Lix Armor,Ether,4
Lix Armor,Exploder,1
Lix Armor,Eyedrop,3
Lix Armor,Fire Bow,1
Lix Armor,Fire2,2
Lix Armor,Fire3,2
Lix Armor,Flame Scroll,1
Lix Armor,Flare,4
Lix Armor,Flirt,1
Lix Armor,FrogSong,1
Lix Armor,Full Moon,1
Lix Armor,Gauntlets,1
Lix Armor,GilToss,1
Lix Armor,Glasses,1
Lix Armor,Golem,2
Lix Armor,Gungnir,1
Lix Armor,HP +10%,1
Lix Armor,HP +20%,1
Lix Armor,HP +30%,3
Lix Armor,Hast2,2
Lix Armor,Haste,2
Lix Armor,Heal,1
Lix Armor,Hero,2
Lix Armor,HiPotion,4
Lix Armor,Hide,1
Lix Armor,Holy,8
Lix Armor,Ice,4
Lix Armor,Ice Shield,1
Lix Armor,Ice2,4
Lix Armor,Ice3,2
Lix Armor,Ifrit,1
Lix Armor,Image,6
Lix Armor,Katana,1
Lix Armor,Kick,2
Lix Armor,Knife,1
Lix Armor,Kodachi,1
Lix Armor,Kunai,1
Lix Armor,L2 Old,2
Lix Armor,L4 Qrter,1
Lix Armor,Leather Shield,1
Lix Armor,Leather Shoes,1
Lix Armor,Life,1
Lix Armor,LuckMallet,4
Lix Armor,Lumina Robe,1
Lix Armor,MP +30%,3
Lix Armor,Mage Masher,1
Lix Armor,Maiden's Kiss,2
Lix Armor,Mantra,1
Lix Armor,MgcSwrd Lv.3,2
Lix Armor,MgcSwrd Lv.4,1
Lix Armor,MgcSwrd Lv.5,2
Lix Armor,MgcSwrd Lv.6,1
Lix Armor,Mirage Vest,1
Lix Armor,MoonFlut,1
Lix Armor,Morning Star,1
Lix Armor,Mute,2
Lix Armor,Mythril Armor,1
Lix Armor,Mythril Helm,1
Lix Armor,Mythril Sword,1
Lix Armor,Observe,1
Lix Armor,Old,1
Lix Armor,Orialcon,1
Lix Armor,Phenix,1
Lix Armor,Phoenix Down,2
Lix Armor,Potion,1
Lix Armor,Power Drink,1
Lix Armor,Power Wrist,1
Lix Armor,Ragnarok,1
Lix Armor,Ramuh,2
Lix Armor,Red Lv.1,2
Lix Armor,RegalCut,2
Lix Armor,Regen,1
Lix Armor,Revivify,3
Lix Armor,Ribbon,1
Lix Armor,Rune Chime,1
Lix Armor,Sage's Staff,1
Lix Armor,Shuriken,1
Lix Armor,Silver Armlet,1
Lix Armor,Silver Harp,1
Lix Armor,Sing,2
Lix Armor,Slash,2
Lix Armor,Sleep,2
Lix Armor,Slow,1
Lix Armor,Slow2,1
Lix Armor,Smoke,1
Lix Armor,Soft,3
Lix Armor,Speed Drink,1
Lix Armor,Staff of Light,1
Lix Armor,Strength,1
Lix Armor,Summon Lv.1,1
Lix Armor,Tame,2
Lix Armor,Tent,2
Lix Armor,Terrain,1
Lix Armor,Thunder Scroll,1
Lix Armor,Tiger Mask,1
Lix Armor,Time Slip,1
Lix Armor,TinySong,1
Lix Armor,Tricorn Hat,1
Lix Armor,Trident,1
Lix Armor,TurtleShell,8
Lix Armor,Void,1
Lix Armor,Wall,1
Lix Armor,War Hammer,1
Lix Armor,Whip,1
Lix Armor,White Lv.3,2
Lix Armor,White Lv.4,1
Lix Armor,Wind Spear,2
Lix Armor,X-Fight,1
Lix Armor,Xzone,1
Lix Guild,Aegis Shield,1
Lix Guild,Aero 2,2
Lix Guild,Aero 3,1
Lix Guild,Agility,2
Lix Guild,Air Blade,2
Lix Guild,Analyze,2
Lix Guild,Ancient Sword,1
Lix Guild,Angel Gwn,1
Lix Guild,Angel Ring,1
Lix Guild,Animals,2
Lix Guild,Antdt,1
Lix Guild,AntiMagic Bow,1
Lix Guild,Antidote,7
Lix Guild,Armor,1
Lix Guild,Assassin,1
Lix Guild,Avis Killer,4
Lix Guild,Bahmut,1
Lix Guild,Bard's Surplice,2
Lix Guild,Barrier,2
Lix Guild,Battle Axe,1
Lix Guild,BeastKiller,1
Lix Guild,Berserk,1
Lix Guild,Bio,2
Lix Guild,Bizen,2
Lix Guild,Black Lv.1,2
Lix Guild,Black Lv.2,1
Lix Guild,Black Lv.3,1
Lix Guild,Black Lv.4,2
Lix Guild,Black Lv.6,1
Lix Guild,Black Robe,1
Lix Guild,Blue,1
Lix Guild,Bolt,6
Lix Guild,Bolt2,8
Lix Guild,Bolt3,6
Lix Guild,Brave Blade,1
Lix Guild,Brawl,1
Lix Guild,Break,4
Lix Guild,Broadsword,2
Lix Guild,BuildUp,2
Lix Guild,Cabin,9
Lix Guild,Capture,2
Lix Guild,Chain Whip,2
Lix Guild,Charm,2
Lix Guild,Chocob,2
Lix Guild,Circlet,2
Lix Guild,Combine,2
Lix Guild,Control,1
Lix Guild,CopperPlt,1
Lix Guild,Coral Ring,1
Lix Guild,Coral Sword,1
Lix Guild,Cover,1
Lix Guild,Crystal Armor,1
Lix Guild,Cure2,2
Lix Guild,Dance,2
Lix Guild,DarkHood,3
Lix Guild,DarkMatter,1
Lix Guild,Darkness Bow,2
