,shop_name,shop_type,item,seed
395,Mirage Guild,00,Image,4624269
396,Mirage Guild,00,Shoat,4624269
397,Mirage Guild,00,None,4624269
398,Mirage Guild,00,None,4624269
399,Mirage Guild,00,None,4624269
400,Mirage Armor,01,Genji Armor,4624269
401,Mirage Armor,01,GrnBeret,4624269
402,Mirage Armor,01,TurtleShell,4624269
403,Mirage Armor,01,Iron Armor,4624269
404,Mirage Armor,01,Revivify,4624269
405,Mirage Armor,01,Soft,4624269
406,Mirage Armor,01,None,4624269
407,Mirage Armor,01,None,4624269
408,Mirage Relic,01,Earth Hammer,4624269
409,Mirage Relic,01,Giant's Axe,4624269
410,Mirage Relic,01,Mythril Hammer,4624269
411,Mirage Relic,01,Trident,4624269
412,Mirage Relic,01,OmegaMedl,4624269
413,Mirage Relic,01,Thief's Glove,4624269
414,Mirage Relic,01,LuckMallet,4624269
415,Mirage Relic,01,None,4624269
416,Mirage Magic 1,00,Ice3,4624269
417,Mirage Magic 1,00,Ice2,4624269
418,Mirage Magic 1,00,Speed,4624269
419,Mirage Magic 1,00,Shell,4624269
420,Mirage Magic 1,00,Quick,4624269
421,Mirage Magic 1,00,None,4624269
422,Mirage Magic 1,00,None,4624269
423,Mirage Magic 1,00,None,4624269
424,Mirage Magic 2,01,Yoichi Bow,4624269
425,Mirage Magic 2,01,Iron Helm,4624269
426,Mirage Magic 2,01,Silver Armlet,4624269
427,Mirage Magic 2,01,Leather Armor,4624269
428,Mirage Magic 2,01,Potion,4624269
429,Mirage Magic 2,01,Elixir,4624269
430,Mirage Magic 2,01,Cabin,4624269
431,Mirage Magic 2,01,None,4624269
432,Mirage Inn 1,01,Ancient Sword,4624269
433,Mirage Inn 1,01,Shuriken,4624269
434,Mirage Inn 1,01,Tiger Mask,4624269
435,Mirage Inn 1,01,Coronet,4624269
436,Mirage Inn 1,01,Antidote,4624269
437,Mirage Inn 1,01,Spear,4624269
438,Mirage Inn 1,01,Silver Armlet,4624269
439,Mirage Inn 1,01,Trident,4624269
440,Mirage Inn 2,01,Forged,4624269
441,Mirage Inn 2,01,Drain Sword,4624269
442,Mirage Inn 2,01,Shuriken,4624269
443,Mirage Inn 2,01,Silver Armlet,4624269
444,Mirage Inn 2,01,Earth Bell,4624269
445,Mirage Inn 2,01,Flametongue,4624269
446,Mirage Inn 2,01,Flame Whip,4624269
447,Mirage Inn 2,01,Soot,4624269
0,Tule Weapon,07,Dbl Grip,6019304
1,Tule Weapon,07,Summoner,6019304
2,Tule Weapon,07,Summon Lv.4,6019304
3,Tule Weapon,07,None,6019304
4,Tule Weapon,07,None,6019304
5,Tule Weapon,07,None,6019304
6,Tule Weapon,07,None,6019304
7,Tule Weapon,07,None,6019304
8,Tule Armor,01,Ether,6019304
9,Tule Armor,01,Kunai,6019304
10,Tule Armor,01,RegalCut,6019304
11,Tule Armor,01,Staff of Light,6019304
12,Tule Armor,01,HiPotion,6019304
13,Tule Armor,01,Revivify,6019304
14,Tule Armor,01,Antidote,6019304
15,Tule Armor,01,Cabin,6019304
16,Tule Inn,00,Heal,6019304
17,Tule Inn,00,Demi,6019304
18,Tule Inn,00,None,6019304
19,Tule Inn,00,None,6019304
20,Tule Inn,00,None,6019304
21,Tule Inn,00,None,6019304
22,Tule Inn,00,None,6019304
23,Tule Inn,00,None,6019304
24,Tule Magic,01,Full Moon,6019304
25,Tule Magic,01,Power Drink,6019304
26,Tule Magic,01,DoomCut,6019304
27,Tule Magic,01,Lillith Rod,6019304
28,Tule Magic,01,DiamndPlt,6019304
29,Tule Magic,01,Coral Sword,6019304
30,Tule Magic,01,HiPotion,6019304
31,Tule Magic,01,Maiden's Kiss,6019304
32,Carwen Weapon,01,Judgement Staff,6019304
33,Carwen Weapon,01,Soot,6019304
34,Carwen Weapon,01,Mythril Shield,6019304
35,Carwen Weapon,01,White Robe,6019304
36,Carwen Weapon,01,Elixir,6019304
37,Carwen Weapon,01,None,6019304
38,Carwen Weapon,01,None,6019304
39,Carwen Weapon,01,None,6019304
40,Carwen Armor,01,Slumber Sword,6019304
41,Carwen Armor,01,Leather Shoes,6019304
42,Carwen Armor,01,Silver Harp,6019304
43,Carwen Armor,01,Mythril Staff,6019304
44,Carwen Armor,01,Mythril Armor,6019304
45,Carwen Armor,01,Ether,6019304
46,Carwen Armor,01,Phoenix Down,6019304
47,Carwen Armor,01,Eyedrop,6019304
48,Carwen Inn,01,OmegaMedl,6019304
49,Carwen Inn,01,Giant Drink,6019304
50,Carwen Inn,01,Healing Staff,6019304
51,Carwen Inn,01,Defender Sword,6019304
52,Carwen Inn,01,Ice Rod,6019304
53,Carwen Inn,01,Earth Hammer,6019304
54,Carwen Inn,01,Trident,6019304
55,Carwen Inn,01,Wall Ring,6019304
56,Carwen Magic,00,L3 Flare,6019304
57,Carwen Magic,00,Xzone,6019304
58,Carwen Magic,00,Cure,6019304
59,Carwen Magic,00,Flare,6019304
60,Carwen Magic,00,Qrter,6019304
61,Carwen Magic,00,None,6019304
62,Carwen Magic,00,None,6019304
63,Carwen Magic,00,None,6019304
64,Worus Weapon,01,Tricorn Hat,6019304
65,Worus Weapon,01,Bizen,6019304
66,Worus Weapon,01,Leather Shield,6019304
67,Worus Weapon,01,Drain Sword,6019304
68,Worus Weapon,01,None,6019304
69,Worus Weapon,01,None,6019304
70,Worus Weapon,01,None,6019304
71,Worus Weapon,01,None,6019304
72,Worus Armor,07,Equip Axes,6019304
73,Worus Armor,07,Pray,6019304
74,Worus Armor,07,Black Lv.2,6019304
75,Worus Armor,07,MgcSwrd Lv.6,6019304
76,Worus Armor,07,None,6019304
77,Worus Armor,07,None,6019304
78,Worus Armor,07,None,6019304
79,Worus Armor,07,None,6019304
80,Worus Magic,00,Fire2,6019304
81,Worus Magic,00,Emission,6019304
82,Worus Magic,00,Psych,6019304
83,Worus Magic,00,Size,6019304
84,Worus Magic,00,Aero,6019304
85,Worus Magic,00,None,6019304
86,Worus Magic,00,None,6019304
87,Worus Magic,00,None,6019304
88,Karnak Weapon 1,01,Mage Masher,6019304
89,Karnak Weapon 1,01,DarkSuit,6019304
90,Karnak Weapon 1,01,Water Scroll,6019304
91,Karnak Weapon 1,01,Mythril Sword,6019304
92,Karnak Weapon 1,01,Power Staff,6019304
93,Karnak Weapon 1,01,RisingSun,6019304
94,Karnak Weapon 1,01,Staff of Light,6019304
95,Karnak Weapon 1,01,TurtleShell,6019304
96,Karnak Weapon 2,07,White Lv.3,6019304
97,Karnak Weapon 2,07,Dimen Lv.2,6019304
98,Karnak Weapon 2,07,SwdSlap,6019304
99,Karnak Weapon 2,07,Red Lv.2,6019304
100,Karnak Weapon 2,07,None,6019304
101,Karnak Weapon 2,07,None,6019304
102,Karnak Weapon 2,07,None,6019304
103,Karnak Weapon 2,07,None,6019304
104,Karnak Armor,00,Stop,6019304
105,Karnak Armor,00,Drain,6019304
106,Karnak Armor,00,MindBlst,6019304
107,Karnak Armor,00,Scan,6019304
108,Karnak Armor,00,Ice2,6019304
109,Karnak Armor,00,None,6019304
110,Karnak Armor,00,None,6019304
111,Karnak Armor,00,None,6019304
112,Common World 1 Inn,00,Bolt3,6019304
113,Common World 1 Inn,00,L4 Qrter,6019304
114,Common World 1 Inn,00,Ice3,6019304
115,Common World 1 Inn,00,Titan,6019304
116,Common World 1 Inn,00,Float,6019304
117,Common World 1 Inn,00,None,6019304
118,Common World 1 Inn,00,None,6019304
119,Common World 1 Inn,00,None,6019304
120,Karnak Magic 1,07,MgcSwrd Lv.5,6019304
121,Karnak Magic 1,07,Equip Armors,6019304
122,Karnak Magic 1,07,Black Lv.1,6019304
123,Karnak Magic 1,07,Revive,6019304
124,Karnak Magic 1,07,None,6019304
125,Karnak Magic 1,07,None,6019304
126,Karnak Magic 1,07,None,6019304
127,Karnak Magic 1,07,None,6019304
128,Karnak Magic 2,00,Vampire,6019304
129,Karnak Magic 2,00,Levia,6019304
130,Karnak Magic 2,00,Remora,6019304
131,Karnak Magic 2,00,Shoat,6019304
132,Karnak Magic 2,00,Quick,6019304
133,Karnak Magic 2,00,None,6019304
134,Karnak Magic 2,00,None,6019304
135,Karnak Magic 2,00,None,6019304
136,Karnak Magic 3,00,Bolt,6019304
137,Karnak Magic 3,00,GuardOff,6019304
138,Karnak Magic 3,00,Roulette,6019304
139,Karnak Magic 3,00,Venom,6019304
140,Karnak Magic 3,00,Charm,6019304
141,Karnak Magic 3,00,None,6019304
142,Karnak Magic 3,00,None,6019304
143,Karnak Magic 3,00,None,6019304
144,Crescent Weapon,01,Wonder Wand,6019304
145,Crescent Weapon,01,GrnBeret,6019304
146,Crescent Weapon,01,Hero Drink,6019304
147,Crescent Weapon,01,Mythril Staff,6019304
148,Crescent Weapon,01,HiPotion,6019304
149,Crescent Weapon,01,Eyedrop,6019304
150,Crescent Weapon,01,LuckMallet,6019304
151,Crescent Weapon,01,None,6019304
152,Crescent Armor,07,Cover,6019304
153,Crescent Armor,07,White Lv.1,6019304
154,Crescent Armor,07,X-Fight,6019304
155,Crescent Armor,07,None,6019304
156,Crescent Armor,07,None,6019304
157,Crescent Armor,07,None,6019304
158,Crescent Armor,07,None,6019304
159,Crescent Armor,07,None,6019304
160,Istory Relic,01,Leather Cap,6019304
161,Istory Relic,01,Leather Shield,6019304
162,Istory Relic,01,Flail,6019304
163,Istory Relic,01,Epee Sword,6019304
164,Istory Relic,01,Elixir,6019304
165,Istory Relic,01,Antidote,6019304
166,Istory Relic,01,Soft,6019304
167,Istory Relic,01,Soft,6019304
168,Jacole Weapon,00,Holy,6019304
169,Jacole Weapon,00,Void,6019304
170,Jacole Weapon,00,Fire,6019304
171,Jacole Weapon,00,Slow,6019304
172,Jacole Weapon,00,Cure3,6019304
173,Jacole Weapon,00,None,6019304
174,Jacole Weapon,00,None,6019304
175,Jacole Weapon,00,None,6019304
176,Jacole Armor,07,Counter,6019304
177,Jacole Armor,07,Slash,6019304
178,Jacole Armor,07,Monk,6019304
179,Jacole Armor,07,None,6019304
180,Jacole Armor,07,None,6019304
181,Jacole Armor,07,None,6019304
182,Jacole Armor,07,None,6019304
183,Jacole Armor,07,None,6019304
184,Common World 2 Inn 1,07,Mimic,6019304
185,Common World 2 Inn 1,07,Berserker,6019304
186,Common World 2 Inn 1,07,Equip Rods,6019304
187,Common World 2 Inn 1,07,Aim,6019304
188,Common World 2 Inn 1,07,None,6019304
189,Common World 2 Inn 1,07,None,6019304
190,Common World 2 Inn 1,07,None,6019304
191,Common World 2 Inn 1,07,None,6019304
192,Lix Guild,01,Rune Axe,6019304
193,Lix Guild,01,Mythril Armor,6019304
194,Lix Guild,01,Earth Hammer,6019304
195,Lix Guild,01,Crystal Shield,6019304
196,Lix Guild,01,Slumber Sword,6019304
197,Lix Guild,01,Eyedrop,6019304
198,Lix Guild,01,Cabin,6019304
199,Lix Guild,01,None,6019304
200,Lix Armor,07,Control,6019304
201,Lix Armor,07,None,6019304
202,Lix Armor,07,None,6019304
203,Lix Armor,07,None,6019304
204,Lix Armor,07,None,6019304
205,Lix Armor,07,None,6019304
206,Lix Armor,07,None,6019304
207,Lix Armor,07,None,6019304
208,Lix Magic,01,Tent,6019304
209,Lix Magic,01,RisingSun,6019304
210,Lix Magic,01,Ramuh,6019304
211,Lix Magic,01,Lamia's Tiara,6019304
212,Lix Magic,01,Maiden's Kiss,6019304
213,Lix Magic,01,TurtleShell,6019304
214,Lix Magic,01,None,6019304
215,Lix Magic,01,None,6019304
216,Rugor Weapon,07,Combine,6019304
217,Rugor Weapon,07,Sing,6019304
218,Rugor Weapon,07,Medicine,6019304
219,Rugor Weapon,07,Summon Lv.2,6019304
220,Rugor Weapon,07,None,6019304
221,Rugor Weapon,07,None,6019304
222,Rugor Weapon,07,None,6019304
223,Rugor Weapon,07,None,6019304
224,Rugor Armor,00,Love,6019304
225,Rugor Armor,00,Bolt,6019304
226,Rugor Armor,00,Flare,6019304
227,Rugor Armor,00,WhiteWind,6019304
228,Rugor Armor,00,Sleep,6019304
229,Rugor Armor,00,None,6019304
230,Rugor Armor,00,None,6019304
231,Rugor Armor,00,None,6019304
232,Common World 2 Inn 2,00,Holy,6019304
233,Common World 2 Inn 2,00,Shell,6019304
234,Common World 2 Inn 2,00,Bersk,6019304
235,Common World 2 Inn 2,00,Dispel,6019304
236,Common World 2 Inn 2,00,Fire3,6019304
237,Common World 2 Inn 2,00,None,6019304
238,Common World 2 Inn 2,00,None,6019304
239,Common World 2 Inn 2,00,None,6019304
240,Bal/Kelb Weapon,07,Samurai,6019304
241,Bal/Kelb Weapon,07,Drink,6019304
242,Bal/Kelb Weapon,07,MysticKnight,6019304
243,Bal/Kelb Weapon,07,Equip Ribbon,6019304
244,Bal/Kelb Weapon,07,None,6019304
245,Bal/Kelb Weapon,07,None,6019304
246,Bal/Kelb Weapon,07,None,6019304
247,Bal/Kelb Weapon,07,None,6019304
248,Bal/Kelb Armor,01,Gold Hairpin,6019304
249,Bal/Kelb Armor,01,Bone Mail,6019304
250,Bal/Kelb Armor,01,Gungnir,6019304
251,Bal/Kelb Armor,01,Rune Axe,6019304
252,Bal/Kelb Armor,01,Ether,6019304
253,Bal/Kelb Armor,01,Lamia's Tiara,6019304
254,Bal/Kelb Armor,01,Giyaman,6019304
255,Bal/Kelb Armor,01,Maiden's Kiss,6019304
256,Kelb Weapon,00,Missile,6019304
257,Kelb Weapon,00,L2 Old,6019304
258,Kelb Weapon,00,Hast2,6019304
259,Kelb Weapon,00,Blowfish,6019304
260,Kelb Weapon,00,Regen,6019304
261,Kelb Weapon,00,None,6019304
262,Kelb Weapon,00,None,6019304
263,Kelb Weapon,00,None,6019304
264,Kelb Armor,07,Observe,6019304
265,Kelb Armor,07,Equip Bows,6019304
266,Kelb Armor,07,None,6019304
267,Kelb Armor,07,None,6019304
268,Kelb Armor,07,None,6019304
269,Kelb Armor,07,None,6019304
270,Kelb Armor,07,None,6019304
271,Kelb Armor,07,None,6019304
272,Common World 2 Magic 1,01,Training Suit,6019304
273,Common World 2 Magic 1,01,GrnBeret,6019304
274,Common World 2 Magic 1,01,Mythril Hammer,6019304
275,Common World 2 Magic 1,01,RuneEdge,6019304
276,Common World 2 Magic 1,01,Revivify,6019304
277,Common World 2 Magic 1,01,TurtleShell,6019304
278,Common World 2 Magic 1,01,None,6019304
279,Common World 2 Magic 1,01,None,6019304
280,Common World 2 Magic 2,07,Barrier,6019304
281,Common World 2 Magic 2,07,Animals,6019304
282,Common World 2 Magic 2,07,Kick,6019304
283,Common World 2 Magic 2,07,HP +10%,6019304
284,Common World 2 Magic 2,07,None,6019304
285,Common World 2 Magic 2,07,None,6019304
286,Common World 2 Magic 2,07,None,6019304
287,Common World 2 Magic 2,07,None,6019304
288,Common World 2 Magic 3,07,Flirt,6019304
289,Common World 2 Magic 3,07,2-Handed,6019304
290,Common World 2 Magic 3,07,Dimen Lv.1,6019304
291,Common World 2 Magic 3,07,None,6019304
292,Common World 2 Magic 3,07,None,6019304
293,Common World 2 Magic 3,07,None,6019304
294,Common World 2 Magic 3,07,None,6019304
295,Common World 2 Magic 3,07,None,6019304
296,Surgate Weapon,00,Vitality,6019304
297,Surgate Weapon,00,Syldra,6019304
298,Surgate Weapon,00,Slow2,6019304
299,Surgate Weapon,00,Doom,6019304
300,Surgate Weapon,00,Charm,6019304
301,Surgate Weapon,00,None,6019304
302,Surgate Weapon,00,None,6019304
303,Surgate Weapon,00,None,6019304
304,Surgate Armor,01,Iron Armor,6019304
305,Surgate Armor,01,Silver Harp,6019304
306,Surgate Armor,01,Bronze Helm,6019304
307,Surgate Armor,01,GrnBeret,6019304
308,Surgate Armor,01,Diamond Armor,6019304
309,Surgate Armor,01,Pinwheel,6019304
310,Surgate Armor,01,Iron Helm,6019304
311,Surgate Armor,01,Mythril Glove,6019304
312,Mua Weapon,00,Fire,6019304
313,Mua Weapon,00,Aero 3,6019304
314,Mua Weapon,00,None,6019304
315,Mua Weapon,00,None,6019304
316,Mua Weapon,00,None,6019304
317,Mua Weapon,00,None,6019304
318,Mua Weapon,00,None,6019304
319,Mua Weapon,00,None,6019304
320,Mua Armor,01,Dagger,6019304
321,Mua Armor,01,Rod,6019304
322,Mua Armor,01,Gaia Gear,6019304
323,Mua Armor,01,Earth Bell,6019304
324,Mua Armor,01,LuckMallet,6019304
325,Mua Armor,01,Ragnarok,6019304
326,Mua Armor,01,BeastKiller,6019304
327,Mua Armor,01,Plumed Hat,6019304
328,Mua Magic 1,00,Aero 2,6019304
329,Mua Magic 1,00,GblinPnch,6019304
330,Mua Magic 1,00,Exit,6019304
331,Mua Magic 1,00,Drain,6019304
332,Mua Magic 1,00,Ice,6019304
333,Mua Magic 1,00,None,6019304
334,Mua Magic 1,00,None,6019304
335,Mua Magic 1,00,None,6019304
336,Mua Magic 2,00,Venom,6019304
337,Mua Magic 2,00,MoonFlut,6019304
338,Mua Magic 2,00,Ramuh,6019304
339,Mua Magic 2,00,Chocob,6019304
340,Mua Magic 2,00,Ice,6019304
341,Mua Magic 2,00,None,6019304
342,Mua Magic 2,00,None,6019304
343,Mua Magic 2,00,None,6019304
344,Mua Magic 3,01,Kaiser Knuckles,6019304
345,Mua Magic 3,01,Dream Harp,6019304
346,Mua Magic 3,01,Lamia's Harp,6019304
347,Mua Magic 3,01,Gungnir,6019304
348,Mua Magic 3,01,Running Shoes,6019304
349,Mua Magic 3,01,Gale Bow,6019304
350,Mua Magic 3,01,Soft,6019304
351,Mua Magic 3,01,LuckMallet,6019304
352,Lix Inn,01,DrgnCrest,6019304
353,Lix Inn,01,Tent,6019304
354,Lix Inn,01,Mythril Shield,6019304
355,Lix Inn,01,Golden Shield,6019304
356,Lix Inn,01,Ogre Killer,6019304
357,Lix Inn,01,Mythril Spear,6019304
358,Lix Inn,01,Coral Ring,6019304
359,Lix Inn,01,Katana,6019304
360,Dwarf Magic,07,MP +10%,6019304
361,Dwarf Magic,07,White Lv.6,6019304
362,Dwarf Magic,07,Catch,6019304
363,Dwarf Magic,07,Dimen Lv.4,6019304
364,Dwarf Magic,07,None,6019304
365,Dwarf Magic,07,None,6019304
366,Dwarf Magic,07,None,6019304
367,Dwarf Magic,07,None,6019304
368,Dwarf Weapon,01,Genji Helm,6019304
369,Dwarf Weapon,01,Potion,6019304
370,Dwarf Weapon,01,Dancing Dagger,6019304
371,Dwarf Weapon,01,Glasses,6019304
372,Dwarf Weapon,01,Potion,6019304
373,Dwarf Weapon,01,Cabin,6019304
374,Dwarf Weapon,01,None,6019304
375,Dwarf Weapon,01,None,6019304
376,Dwarf Armor,07,Hunter,6019304
377,Dwarf Armor,07,Terrain,6019304
378,Dwarf Armor,07,Dimen Lv.3,6019304
379,Dwarf Armor,07,TimeMage,6019304
380,Dwarf Armor,07,None,6019304
381,Dwarf Armor,07,None,6019304
382,Dwarf Armor,07,None,6019304
383,Dwarf Armor,07,None,6019304
384,Mirage Weapon,01,Mythril Spear,6019304
385,Mirage Weapon,01,Wall Ring,6019304
386,Mirage Weapon,01,Mythril Sword,6019304
387,Mirage Weapon,01,Forged,6019304
388,Mirage Weapon,01,Genji Armor,6019304
389,Mirage Weapon,01,Black Robe,6019304
390,Mirage Weapon,01,Tent,6019304
391,Mirage Weapon,01,Potion,6019304
392,Mirage Guild,00,Fusion,6019304
393,Mirage Guild,00,Break,6019304
394,Mirage Guild,00,Condemn,6019304
395,Mirage Guild,00,Magic,6019304
396,Mirage Guild,00,Life,6019304
397,Mirage Guild,00,None,6019304
398,Mirage Guild,00,None,6019304
399,Mirage Guild,00,None,6019304
400,Mirage Armor,01,Spear,6019304
401,Mirage Armor,01,Giant's Axe,6019304
402,Mirage Armor,01,Dragoon Lance,6019304
403,Mirage Armor,01,Giant's Gloves,6019304
404,Mirage Armor,01,Power Wrist,6019304
405,Mirage Armor,01,Golem,6019304
406,Mirage Armor,01,Earth Hammer,6019304
407,Mirage Armor,01,Leather Shoes,6019304
408,Mirage Relic,07,Knight,6019304
409,Mirage Relic,07,Throw,6019304
410,Mirage Relic,07,BuildUp,6019304
411,Mirage Relic,07,DrgnSwd,6019304
412,Mirage Relic,07,None,6019304
413,Mirage Relic,07,None,6019304
414,Mirage Relic,07,None,6019304
415,Mirage Relic,07,None,6019304
416,Mirage Magic 1,01,Leather Shoes,6019304
417,Mirage Magic 1,01,Kunai,6019304
418,Mirage Magic 1,01,Silk robe,6019304
419,Mirage Magic 1,01,Silver Bow,6019304
420,Mirage Magic 1,01,BeastKiller,6019304
421,Mirage Magic 1,01,Phoenix Down,6019304
422,Mirage Magic 1,01,Antidote,6019304
423,Mirage Magic 1,01,None,6019304
424,Mirage Magic 2,07,Black Lv.4,6019304
425,Mirage Magic 2,07,RedMage,6019304
426,Mirage Magic 2,07,Red Lv.3,6019304
427,Mirage Magic 2,07,Capture,6019304
428,Mirage Magic 2,07,None,6019304
429,Mirage Magic 2,07,None,6019304
430,Mirage Magic 2,07,None,6019304
431,Mirage Magic 2,07,None,6019304
432,Mirage Inn 1,07,Dimen Lv.6,6019304
433,Mirage Inn 1,07,Equip Swords,6019304
434,Mirage Inn 1,07,DmgFloor,6019304
435,Mirage Inn 1,07,Brawl,6019304
436,Mirage Inn 1,07,None,6019304
437,Mirage Inn 1,07,None,6019304
438,Mirage Inn 1,07,None,6019304
439,Mirage Inn 1,07,None,6019304
440,Mirage Inn 2,01,Thief's Glove,6019304
441,Mirage Inn 2,01,Flail,6019304
442,Mirage Inn 2,01,Mythril Helm,6019304
443,Mirage Inn 2,01,Golden Armor,6019304
444,Mirage Inn 2,01,Air Lance,6019304
445,Mirage Inn 2,01,Elixir,6019304
446,Mirage Inn 2,01,Phoenix Down,6019304
447,Mirage Inn 2,01,Revivify,6019304
0,Tule Weapon,01,Power Wrist,6097998
1,Tule Weapon,01,GrnBeret,6097998
2,Tule Weapon,01,Sage's Staff,6097998
3,Tule Weapon,01,Crystal Armor,6097998
4,Tule Weapon,01,HiPotion,6097998
5,Tule Weapon,01,Elixir,6097998
6,Tule Weapon,01,Phoenix Down,6097998
7,Tule Weapon,01,None,6097998
8,Tule Armor,07,Equip Whips,6097998
9,Tule Armor,07,White Lv.2,6097998
10,Tule Armor,07,Jump,6097998
11,Tule Armor,07,None,6097998
12,Tule Armor,07,None,6097998
13,Tule Armor,07,None,6097998
14,Tule Armor,07,None,6097998
15,Tule Armor,07,None,6097998
16,Tule Inn,01,Elven Bow,6097998
17,Tule Inn,01,Magus,6097998
18,Tule Inn,01,Morning Star,6097998
19,Tule Inn,01,Flametongue,6097998
20,Tule Inn,01,Ether,6097998
21,Tule Inn,01,Maiden's Kiss,6097998
22,Tule Inn,01,None,6097998
23,Tule Inn,01,None,6097998
24,Tule Magic,01,Iron Armor,6097998
25,Tule Magic,01,Defender Sword,6097998
26,Tule Magic,01,Guard Ring,6097998
27,Tule Magic,01,TurtleShell,6097998
28,Tule Magic,01,Wind Spear,6097998
29,Tule Magic,01,DarkMatter,6097998
30,Tule Magic,01,Potion,6097998
31,Tule Magic,01,HiPotion,6097998
32,Carwen Weapon,01,Leather Armor,6097998
33,Carwen Weapon,01,Angel Ring,6097998
34,Carwen Weapon,01,Earth Bell,6097998
35,Carwen Weapon,01,Strength,6097998
36,Carwen Weapon,01,Maiden's Kiss,6097998
37,Carwen Weapon,01,Eyedrop,6097998
38,Carwen Weapon,01,Soft,6097998
39,Carwen Weapon,01,None,6097998
40,Carwen Armor,01,IceBrand,6097998
41,Carwen Armor,01,Stealth Suit,6097998
42,Carwen Armor,01,Bizen,6097998
43,Carwen Armor,01,Mythril Spear,6097998
44,Carwen Armor,01,Holy Lance,6097998
45,Carwen Armor,01,Murasume,6097998
46,Carwen Armor,01,Soft,6097998
47,Carwen Armor,01,None,6097998
48,Carwen Inn,01,Thunder Scroll,6097998
49,Carwen Inn,01,Flail,6097998
50,Carwen Inn,01,Rune Axe,6097998
51,Carwen Inn,01,Magic Lamp,6097998
52,Carwen Inn,01,Mythril Helm,6097998
53,Carwen Inn,01,IceBrand,6097998
54,Carwen Inn,01,HiPotion,6097998
55,Carwen Inn,01,LuckMallet,6097998
56,Carwen Magic,00,Size,6097998
57,Carwen Magic,00,Drain,6097998
58,Carwen Magic,00,Exit,6097998
59,Carwen Magic,00,Ice,6097998
60,Carwen Magic,00,Regen,6097998
61,Carwen Magic,00,None,6097998
62,Carwen Magic,00,None,6097998
63,Carwen Magic,00,None,6097998
64,Worus Weapon,07,Berserker,6097998
65,Worus Weapon,07,Cover,6097998
66,Worus Weapon,07,Catch,6097998
67,Worus Weapon,07,None,6097998
68,Worus Weapon,07,None,6097998
69,Worus Weapon,07,None,6097998
70,Worus Weapon,07,None,6097998
71,Worus Weapon,07,None,6097998
72,Worus Armor,07,MysticKnight,6097998
73,Worus Armor,07,Black Lv.6,6097998
74,Worus Armor,07,MgcSwrd Lv.7,6097998
75,Worus Armor,07,Equip Bows,6097998
76,Worus Armor,07,None,6097998
77,Worus Armor,07,None,6097998
78,Worus Armor,07,None,6097998
79,Worus Armor,07,None,6097998
80,Worus Magic,07,Equip Shield,6097998
81,Worus Magic,07,Tame,6097998
82,Worus Magic,07,Chemist,6097998
83,Worus Magic,07,MgcSwrd Lv.6,6097998
84,Worus Magic,07,None,6097998
85,Worus Magic,07,None,6097998
86,Worus Magic,07,None,6097998
87,Worus Magic,07,None,6097998
88,Karnak Weapon 1,00,Comet,6097998
89,Karnak Weapon 1,00,Ice,6097998
90,Karnak Weapon 1,00,Flare,6097998
91,Karnak Weapon 1,00,Haste,6097998
92,Karnak Weapon 1,00,Slow2,6097998
93,Karnak Weapon 1,00,None,6097998
94,Karnak Weapon 1,00,None,6097998
95,Karnak Weapon 1,00,None,6097998
96,Karnak Weapon 2,07,Summon Lv.5,6097998
97,Karnak Weapon 2,07,Dimen Lv.6,6097998
98,Karnak Weapon 2,07,Mimic,6097998
99,Karnak Weapon 2,07,None,6097998
100,Karnak Weapon 2,07,None,6097998
101,Karnak Weapon 2,07,None,6097998
102,Karnak Weapon 2,07,None,6097998
103,Karnak Weapon 2,07,None,6097998
104,Karnak Armor,00,Roulette,6097998
105,Karnak Armor,00,Venom,6097998
106,Karnak Armor,00,Void,6097998
107,Karnak Armor,00,Bolt,6097998
108,Karnak Armor,00,Crbnkl,6097998
109,Karnak Armor,00,None,6097998
110,Karnak Armor,00,None,6097998
111,Karnak Armor,00,None,6097998
112,Common World 1 Inn,01,Trident,6097998
113,Common World 1 Inn,01,Revivify,6097998
114,Common World 1 Inn,01,DarkMatter,6097998
115,Common World 1 Inn,01,RuneEdge,6097998
116,Common World 1 Inn,01,Forged,6097998
117,Common World 1 Inn,01,Thunder Rod,6097998
118,Common World 1 Inn,01,Leather Armor,6097998
119,Common World 1 Inn,01,Mythril Helm,6097998
120,Karnak Magic 1,00,Ice3,6097998
121,Karnak Magic 1,00,L2 Old,6097998
122,Karnak Magic 1,00,Image,6097998
123,Karnak Magic 1,00,Break,6097998
124,Karnak Magic 1,00,GuardOff,6097998
125,Karnak Magic 1,00,None,6097998
126,Karnak Magic 1,00,None,6097998
127,Karnak Magic 1,00,None,6097998
128,Karnak Magic 2,00,Flash,6097998
129,Karnak Magic 2,00,Xzone,6097998
130,Karnak Magic 2,00,Missile,6097998
131,Karnak Magic 2,00,Phenix,6097998
132,Karnak Magic 2,00,Break,6097998
133,Karnak Magic 2,00,None,6097998
134,Karnak Magic 2,00,None,6097998
135,Karnak Magic 2,00,None,6097998
136,Karnak Magic 3,07,MP +30%,6097998
137,Karnak Magic 3,07,Red Lv.1,6097998
138,Karnak Magic 3,07,Equip Rods,6097998
139,Karnak Magic 3,07,X-Magic,6097998
140,Karnak Magic 3,07,None,6097998
141,Karnak Magic 3,07,None,6097998
142,Karnak Magic 3,07,None,6097998
143,Karnak Magic 3,07,None,6097998
