idx,idx_hex,monster_name,monster_rank,stats_address,drops_address,name_address,monster_name_python,unique_name,num_gauge_time,num_phys_power,num_phys_mult,num_evade,num_phys_def,num_mag_power,num_mag_def,num_mag_evade,num_hp,num_mp,num_exp,num_gil,num_level,gauge_time,phys_power,phys_mult,evade,phys_def,mag_power,mag_def,mag_evade,hp_lo,hp_hi,mp_lo,mp_hi,exp_lo,exp_hi,gil_lo,gil_hi,atk_index,elemental_immune,status0_immune,status1_immune,status2_immune,elemental_absorb,unavoidable_atk,elemental_weakness,monster_type,special_immune,initial_status0,initial_status1,initial_status2,initial_status3,name_index,level,steal_common,steal_rare,drop_common,drop_rare,steal_common_name,steal_rare_name,drop_common_name,drop_rare_name,name_string,immune_ dead,immune_ petrify,immune_ toad,immune_ mini,immune_ float,immune_ poison,immune_ zombie,immune_darkness,immune_aging,immune_sleep,immune_paralyze,immune_charm,immune_berserk,immune_mute,immune_image2,immune_image,immune_wall,immune_armor,immune_shell,immune_stop,immune_haste,immune_slow,immune_invul,immune_regen,immune_water,immune_wind,immune_earth,immune_holy,immune_poison,immune_lightning,immune_ice,immune_fire,absorb_water,absorb_wind,absorb_earth,absorb_holy,absorb_poison,absorb_lightning,absorb_ice,absorb_fire,weakness_water,weakness_wind,weakness_earth,weakness_holy,weakness_poison,weakness_lightning,weakness_ice,weakness_fire,inflictable_dead,inflictable_petrify,inflictable_toad,inflictable_mini,inflictable_float,inflictable_poison,inflictable_zombie,inflictable_darkness,inflictable_aging,inflictable_sleep,inflictable_paralyze,inflictable_charm,inflictable_berserk,inflictable_mute,inflictable_image2,inflictable_image,inflictable_wall,inflictable_armor,inflictable_shell,inflictable_stop,inflictable_haste,inflictable_slow,inflictable_invul,inflictable_regen,immune_text_water,immune_text_wind,immune_text_earth,immune_text_holy,immune_text_poison,immune_text_lightning,immune_text_ice,immune_text_fire,absorb_text_water,absorb_text_wind,absorb_text_earth,absorb_text_holy,absorb_text_poison,absorb_text_lightning,absorb_text_ice,absorb_text_fire,weakness_text_water,weakness_text_wind,weakness_text_earth,weakness_text_holy,weakness_text_poison,weakness_text_lightning,weakness_text_ice,weakness_text_fire
181,B5,Fall Guard,monster,D016A0,D052D4,E00762,Fall_Guard,Fall_Guard_181,20,60,11,00,30,00,00,50,3985,100,1330,541,47,14,3C,0B,00,1E,00,00,32,A0,0F,64,00,37,05,1F,02,00,00,00,00,00,00,00,00,80,00,00,00,00,00,B5,2F,F6,96,C1,00,Hero Drink,Bandana,Kaiser Knuckles, ,657a858596668e7a8b7d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
182,B6,Alcumia,monster,D016C0,D052D8,E0076C,Alcumia,Alcumia_182,35,70,11,50,10,90,10,00,4483,3885,997,544,47,23,46,0B,32,0A,5A,0A,00,94,11,3C,0F,E8,03,22,02,00,00,F4,74,00,00,00,00,A0,00,00,00,00,00,B6,2F,6B,E5,E3,00,ManEater,Maiden's Kiss,Elixir, ,60857c8e86827affffff,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,float,,zombie,darkness,aging,,,,berserk,,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
183,B7,Red Dragon,monster,D016E0,D052DC,E00776,Red_Dragon,Red_Dragon_183,35,83,11,00,20,00,00,00,7471,0,1993,547,44,23,53,0B,00,14,00,00,00,4C,1D,00,00,D0,07,25,02,00,00,10,00,00,00,00,00,11,00,20,00,00,00,B7,2C,EA,FC,EB,00,DragonFang,Flame Scroll,DarkMatter, ,717e7d96638b7a808887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
184,B8,Hydra,monster,D01700,D052E0,E00780,Hydra,Hydra_184,35,85,11,00,10,00,00,00,5977,0,1993,550,46,23,55,0B,00,0A,00,00,00,70,17,00,00,D0,07,28,02,00,20,10,00,00,00,00,00,11,00,20,00,00,00,B8,2E,EA,FE,EB,00,DragonFang,Thunder Scroll,DarkMatter, ,67927d8b7affffffffff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,earth,,,,,,,,,,,,,,,,,,,,,
185,B9,BoneDragon,monster,D01720,D052E4,E0078A,BoneDragon,BoneDragon_185,35,85,11,00,30,00,00,00,5778,0,1993,553,44,23,55,0B,00,1E,00,00,00,A8,16,00,00,D0,07,2B,02,00,00,10,00,00,00,00,00,11,00,20,00,00,00,B9,2C,EA,FD,EB,00,DragonFang,Water Scroll,DarkMatter, ,6188877e638b7a808887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
186,BA,Grenade,monster,D01740,D052E8,E00794,Grenade,Grenade_186,25,75,12,00,10,00,00,00,2989,499,1096,556,47,19,4B,0C,00,0A,00,00,00,B8,0B,F4,01,4C,04,2E,02,00,00,30,00,00,00,00,00,00,00,00,00,00,00,BA,2F,C4,E1,E1,00,Flame Shield,HiPotion,HiPotion, ,668b7e877a7d7effffff,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
187,BB,SwrdDancer,monster,D01760,D052EC,E0079E,SwrdDancer,SwrdDancer_187,25,75,12,00,15,00,00,00,2989,0,2391,559,48,19,4B,0C,00,0F,00,00,00,B8,0B,00,00,60,09,31,02,58,00,00,00,00,00,00,00,80,00,00,00,00,00,BB,30,6E,8C,58,00,Enhancer,Mythril Helm,IceBrand, ,72908b7d637a877c7e8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
188,BC,Bardandels,monster,D01780,D052F0,E007A8,Bardandels,Bardandels_188,25,75,12,00,10,00,00,10,2989,100,1375,562,48,19,4B,0C,00,0A,00,00,0A,B8,0B,64,00,64,05,34,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,BC,30,BC,E7,52,00,Angel Ring,TurtleShell,Rune Chime, ,617a8b7d7a877d7e858c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
189,BD,DoomDealer,monster,D017A0,D052F4,E007B2,DoomDealer,DoomDealer_189,25,75,12,00,10,90,00,30,2989,100,1395,565,63,19,4B,0C,00,0A,5A,00,1E,B8,0B,64,00,78,05,37,02,00,00,00,00,00,00,00,00,A0,00,00,00,00,00,BD,3F,92,E6,E4,00,Magus,Revivify,Phoenix Down, ,63888886637e7a857e8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
190,BE,Anku Heggu,monster,D017C0,D052F8,E007BC,Anku_Heggu,Anku_Heggu_190,25,75,12,00,10,00,00,25,2770,100,1246,568,48,19,4B,0C,00,0A,00,00,19,DC,0A,64,00,E2,04,3A,02,00,00,10,00,00,00,00,02,00,00,00,00,00,00,BE,30,E1,E0,E1,00,HiPotion,Potion,HiPotion, ,6087848e96677e80808e,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,ice,
191,BF,Ammona,monster,D017E0,D052FC,E007C6,Ammona,Ammona_191,25,71,12,00,10,00,00,00,2770,0,1166,571,48,19,47,0C,00,0A,00,00,00,DC,0A,00,00,92,04,3D,02,00,00,10,00,00,00,00,00,00,00,00,00,00,00,BF,30,E0,E1,E6,00,Potion,HiPotion,Revivify, ,60868688877affffffff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
192,C0,Land Crawl,monster,D01800,D05300,E007D0,Land_Crawl,Land_Crawl_192,25,100,16,00,20,00,05,33,21915,499,3258,574,48,19,64,10,00,14,00,05,21,F0,55,F4,01,C6,0C,40,02,00,00,74,60,00,20,00,00,44,00,00,00,00,00,C0,30,14,11,E3,00,Defender Sword,Ancient Sword,Elixir, ,6b7a877d96628b7a9085,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,float,,zombie,darkness,aging,,,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,earth,,,,,,,,,,,,,
193,C1,Chamcubia,monster,D01820,D05304,E007DA,Chamcubia,Chamcubia_193,20,77,12,10,30,00,10,00,3786,299,1495,577,49,14,4D,0C,0A,1E,00,0A,00,D8,0E,2C,01,DC,05,43,02,4C,20,00,00,00,00,00,00,80,00,00,00,00,00,C1,31,95,CA,49,00,Ribbon,Wall Ring,Lamia's Harp, ,62817a867c8e7b827aff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,earth,,,,,,,,,,,,,,,,,,,,,
194,C2,Bella Donna,monster,D01840,D05308,E007E4,Bella_Donna,Bella_Donna_194,20,76,12,10,30,00,05,00,3885,299,1495,580,49,14,4C,0C,0A,1E,00,05,00,3C,0F,2C,01,DC,05,46,02,39,00,00,00,00,00,00,00,80,00,00,00,00,00,C2,31,BE,CF,CA,00,Coral Ring,Rainbow Dress,Wall Ring, ,617e987a96638887877a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
195,C3,Cherie,monster,D01860,D0530C,E007EE,Cherie,Cherie_195,20,78,12,10,30,00,00,00,3985,299,1495,583,49,14,4E,0C,0A,1E,00,00,00,A0,0F,2C,01,DC,05,49,02,36,00,00,00,00,00,00,00,80,00,00,00,00,00,C3,31,B2,D0,B5,00,Elf Cape,Red Shoes,Running Shoes, ,62817e8b827effffffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
196,C4,White Flame,monster,D01880,D05310,E007F8,White_Flame,White_Flame_196,25,65,12,33,50,00,35,10,1594,100,1425,586,49,19,41,0C,21,32,00,23,0A,40,06,64,00,96,05,4C,02,00,20,34,60,00,10,00,00,00,00,88,00,00,00,C4,31,E3,E9,E2,00,Elixir,Eyedrop,Ether, ,7681957e9665857a867e,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,,float,,zombie,darkness,aging,,,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,earth,,,,,,,,,holy,,,,,,,,,,,,
197,C5,MossFungus,monster,D018A0,D05314,E00802,MossFungus,MossFungus_197,25,75,12,00,15,00,00,66,4981,200,1515,589,48,19,4B,0C,00,0F,00,00,42,88,13,C8,00,F0,05,4F,02,00,00,04,00,00,08,00,81,04,00,00,00,00,00,C5,30,0A,E1,E8,00,Air Lance,HiPotion,Antidote, ,6c888c8c658e87808e8c,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,,petrify,toad,mini,float,,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,poison,,,,water,,,,,,,fire
198,C6,Orcat,monster,D018C0,D05318,E0080C,Orcat,Orcat_198,22,75,12,00,33,00,16,10,2092,0,1345,592,49,16,4B,0C,00,21,00,10,0A,34,08,00,00,46,05,52,02,00,00,30,00,00,10,00,A0,00,00,00,00,00,00,C6,31,EC,EB,E4,00,Soft,DarkMatter,Phoenix Down, ,6e8b7c7a8dffffffffff,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,holy,,,,,water,,earth,,,,,
199,C7,Iron Giant,monster,D018E0,D0531C,E00816,Iron_Giant,Iron_Giant_199,55,100,13,00,50,50,00,90,17930,9961,9961,595,61,37,64,0D,00,32,32,00,5A,50,46,10,27,10,27,55,02,27,00,3F,FF,10,00,00,80,00,18,00,00,00,00,C7,3D,9C,8B,00,F2,Iron Armor,Iron Helm, ,Giant Drink,688b88879666827a878d,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,petrify,,,,,,,,,,,,,,,wall,armor,shell,,haste,slow,invul,regen,,,,,,,,,,,,,,,,,water,,,,,,,
200,C8,Death Claw,monster,D01900,D05320,E00820,Death_Claw,Death_Claw_200,25,70,09,00,29,50,00,00,3985,200,1694,598,51,19,46,09,00,1D,32,00,00,A0,0F,C8,00,A4,06,58,02,08,00,FF,00,00,00,00,80,00,18,00,00,00,00,C8,33,28,F6,EC,00,Thor Hammer,Hero Drink,Soft, ,637e7a8d819662857a90,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,water,,,,,,,
201,C9,K.Behemoth,monster,D01920,D05324,E0082A,KBehemoth,KBehemoth_201,25,95,13,00,15,00,00,75,17930,299,0,997,82,19,5F,0D,00,0F,00,00,4B,50,46,2C,01,00,00,E8,03,00,00,10,00,00,00,00,80,00,00,00,00,00,00,C9,52,55,E4,1E,00,Drain Sword,Phoenix Down,DblLance, ,6aa3617e817e86888d81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,petrify,toad,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,water,,,,,,,
202,CA,Farfarerro,monster,D01940,D05328,E00834,Farfarerro,Farfarerro_202,25,90,02,20,15,70,00,20,2570,484,1385,604,48,19,5A,02,14,0F,46,00,14,14,0A,E5,01,6E,05,5E,02,36,00,00,00,00,00,00,08,80,00,00,00,40,00,CA,30,36,F4,E9,00,Lillith Rod,Speed Drink,Eyedrop, ,657a8b7f7a8b7e8b8b88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,poison,,,
203,CB,Necromancr,monster,D01960,D0532C,E0083E,Necromancr,Necromancr_203,27,79,13,00,15,00,30,50,6874,299,0,997,54,1B,4F,0D,00,0F,00,1E,32,F4,1A,2C,01,00,00,E8,03,00,20,00,00,00,00,00,80,01,00,00,00,00,00,CB,36,BF,E6,E6,00,Bone Mail,Revivify,Revivify, ,6d7e7c8b88867a877c8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,earth,,,,,,,,,,,,,,water,,,,,,,
204,CC,Ninja,monster,D01980,D05330,E00848,Ninja,Ninja_204,26,90,12,70,15,00,00,90,4981,200,1793,610,52,1A,5A,0C,46,0F,00,00,5A,88,13,C8,00,08,07,64,02,00,00,30,00,00,00,00,00,00,00,88,00,00,00,CC,34,2D,5A,5B,00,Forged,Shuriken,Pinwheel, ,6d8287837affffffffff,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
205,CD,Great Drgn,monster,D019A0,D05334,E00852,Great_Drgn,Great_Drgn_205,20,100,13,00,20,00,20,33,9961,997,1893,613,51,14,64,0D,00,14,00,14,21,10,27,E8,03,6C,07,67,02,00,00,00,00,00,00,00,80,00,00,00,00,00,00,CD,33,F3,EA,EA,00,Power Drink,DragonFang,DragonFang, ,668b7e7a8d96638b8087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,water,,,,,,,
206,CE,AvisDragon,monster,D019C0,D05338,E0085C,AvisDragon,AvisDragon_206,22,100,11,00,15,00,15,33,6973,997,2013,616,49,16,64,0B,00,0F,00,0F,21,58,1B,E8,03,E4,07,6A,02,00,00,B0,70,10,00,00,80,28,00,00,00,00,00,CE,31,46,1A,00,EA,Artemis Bow,Trident, ,DragonFang,608f828c638b7a808887,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,,,,berserk,mute,image2,image,wall,armor,shell,,haste,slow,invul,regen,,,,,,,,,,,,,,,,,water,,,,,,,
207,CF,Gorchimera,monster,D019E0,D0533C,E00866,Gorchimera,Gorchimera_207,20,100,13,00,15,00,00,40,9961,997,0,897,51,14,64,0D,00,0F,00,00,28,10,27,E8,03,00,00,84,03,00,00,30,00,00,00,00,80,00,00,00,00,00,00,CF,33,86,E1,93,00,Aegis Shield,HiPotion,Circlet, ,66888b7c8182867e8b7a,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,water,,,,,,,
208,D0,LevelCheck,monster,D01A00,D05340,E00870,LevelCheck,LevelCheck_208,20,90,10,00,20,00,00,00,4981,499,1515,622,54,14,5A,0A,00,14,00,00,00,88,13,F4,01,F0,05,70,02,00,00,30,00,00,00,00,00,00,00,00,00,00,00,D0,36,E2,E0,E3,00,Ether,Potion,Elixir, ,6b7e8f7e8562817e7c84,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,,,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
209,D1,Mind Mage,monster,D01A20,D05344,E0087A,Mind_Mage,Mind_Mage_209,20,90,04,00,20,00,00,66,4682,499,0,797,53,14,5A,04,00,14,00,00,42,5C,12,F4,01,00,00,20,03,00,00,00,00,00,00,00,00,20,00,00,00,00,00,D1,35,07,97,AD,00,Guardian,GrnBeret,White Robe, ,6c82877d966c7a807eff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,,,,,,,,
210,D2,Fury,monster,D01A40,D05348,E00884,Fury,Fury_210,20,80,10,00,20,00,00,20,4981,997,2242,628,50,14,50,0A,00,14,00,00,14,88,13,E8,03,CA,08,76,02,00,00,00,00,00,00,00,80,20,00,00,00,00,00,D2,32,B3,CA,AC,00,Cursed Ring,Wall Ring,Black Robe, ,658e8b92ffffffffffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,water,,,,,,,
211,D3,Thing,monster,D01A60,D0534C,E0088E,Thing,Thing_211,20,100,07,50,50,00,00,33,3,499,0,1993,52,14,64,07,32,32,00,00,21,03,00,F4,01,00,00,D0,07,00,00,34,80,00,FF,00,00,20,00,00,00,00,00,D3,34,88,E2,8F,00,Crystal Shield,Ether,Crystal Helm, ,7381828780ffffffffff,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,petrify,,,float,,zombie,darkness,,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,water,wind,earth,holy,poison,lightning,ice,fire,,,,,,,,
212,D4,Mover,monster,D01A80,D05350,E00898,Mover,Mover_212,35,128,03,00,40,00,00,10,9961,499,0,49805,52,23,80,03,00,28,00,00,0A,10,27,F4,01,00,00,50,C3,00,00,F4,00,00,08,00,01,21,00,00,00,00,00,D4,34,FD,FC,FE,00,Water Scroll,Flame Scroll,Thunder Scroll, ,6c888f7e8bffffffffff,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,float,,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,poison,,,,,,,,,,,fire
213,D5,CrysDragon,monster,D01AA0,D05354,E008A2,CrysDragon,CrysDragon_213,50,128,13,00,40,00,20,50,17432,9961,0,9961,62,32,80,0D,00,28,00,14,32,5C,44,10,27,00,00,10,27,00,00,7F,00,00,47,40,00,30,10,08,00,01,00,D5,3E,20,E3,A0,00,Dragoon Lance,Elixir,Crystal Armor, ,628b928c638b7a808887,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,wind,,,,lightning,ice,fire,,,,,,,,
214,D6,Achelone,monster,D01AC0,D05358,E008AC,Achelone,Achelone_214,20,100,13,70,70,00,00,33,3188,0,1475,640,52,14,64,0D,46,46,00,00,21,80,0C,00,00,C8,05,82,02,00,00,00,00,00,00,00,80,00,00,00,00,00,00,D6,34,57,E7,E3,00,Flametongue,TurtleShell,Elixir, ,607c817e8588877effff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,petrify,toad,mini,float,poison,zombie,darkness,aging,sleep,paralyze,charm,berserk,mute,image2,image,wall,armor,shell,stop,haste,slow,invul,regen,,,,,,,,,,,,,,,,,water,,,,,,,
