name,readable_location,type,type_address,type_data,item_address,item_data,kind,,,
Flame Scroll,Red Dragon Rare Steal,Item,-,40,D052DD,FC,Loot,,,
DarkMatter,Red Dragon Common Drop,Item,-,40,D052DE,EB,Loot,,,
DragonFang,Hydra Common Steal,Item,-,40,D052E0,EA,Loot,,,
Thunder Scroll,Hydra Rare Steal,Item,-,40,D052E1,FE,Loot,,,
DarkMatter,Hydra Common Drop,Item,-,40,D052E2,EB,Loot,,,
DragonFang,BoneDragon Common Steal,Item,-,40,D052E4,EA,Loot,,,
Water Scroll,BoneDragon Rare Steal,Item,-,40,D052E5,FD,Loot,,,
DarkMatter,BoneDragon Common Drop,Item,-,40,D052E6,EB,Loot,,,
Flame Shield,Grenade Common Steal,Item,-,40,D052E8,C4,Loot,,,
HiPotion,Grenade Rare Steal,Item,-,40,D052E9,E1,Loot,,,
HiPotion,Grenade Common Drop,Item,-,40,D052EA,E1,Loot,,,
Enhancer,SwrdDancer Common Steal,Item,-,40,D052EC,6E,Loot,,,
Mythril Helm,SwrdDancer Rare Steal,Item,-,40,D052ED,8C,Loot,,,
IceBrand,SwrdDancer Common Drop,Item,-,40,D052EE,58,Loot,,,
Angel Ring,Bardandels Common Steal,Item,-,40,D052F0,BC,Loot,,,
TurtleShell,Bardandels Rare Steal,Item,-,40,D052F1,E7,Loot,,,
Rune Chime,Bardandels Common Drop,Item,-,40,D052F2,52,Loot,,,
Magus,DoomDealer Common Steal,Item,-,40,D052F4,92,Loot,,,
Revivify,DoomDealer Rare Steal,Item,-,40,D052F5,E6,Loot,,,
Phoenix Down,DoomDealer Common Drop,Item,-,40,D052F6,E4,Loot,,,
HiPotion,Anku Heggu Common Steal,Item,-,40,D052F8,E1,Loot,,,
Potion,Anku Heggu Rare Steal,Item,-,40,D052F9,E0,Loot,,,
HiPotion,Anku Heggu Common Drop,Item,-,40,D052FA,E1,Loot,,,
Potion,Ammona Common Steal,Item,-,40,D052FC,E0,Loot,,,
HiPotion,Ammona Rare Steal,Item,-,40,D052FD,E1,Loot,,,
Revivify,Ammona Common Drop,Item,-,40,D052FE,E6,Loot,,,
Defender Sword,Land Crawl Common Steal,Item,-,40,D05300,14,Loot,,,
Ancient Sword,Land Crawl Rare Steal,Item,-,40,D05301,11,Loot,,,
Elixir,Land Crawl Common Drop,Item,-,40,D05302,E3,Loot,,,
Ribbon,Chamcubia Common Steal,Item,-,40,D05304,95,Loot,,,
Wall Ring,Chamcubia Rare Steal,Item,-,40,D05305,CA,Loot,,,
Lamia's Harp,Chamcubia Common Drop,Item,-,40,D05306,49,Loot,,,
Coral Ring,Bella Donna Common Steal,Item,-,40,D05308,BE,Loot,,,
Rainbow Dress,Bella Donna Rare Steal,Item,-,40,D05309,CF,Loot,,,
Wall Ring,Bella Donna Common Drop,Item,-,40,D0530A,CA,Loot,,,
Elf Cape,Cherie Common Steal,Item,-,40,D0530C,B2,Loot,,,
Red Shoes,Cherie Rare Steal,Item,-,40,D0530D,D0,Loot,,,
Running Shoes,Cherie Common Drop,Item,-,40,D0530E,B5,Loot,,,
Elixir,White Flame Common Steal,Item,-,40,D05310,E3,Loot,,,
Eyedrop,White Flame Rare Steal,Item,-,40,D05311,E9,Loot,,,
Ether,White Flame Common Drop,Item,-,40,D05312,E2,Loot,,,
Air Lance,MossFungus Common Steal,Item,-,40,D05314,0A,Loot,,,
HiPotion,MossFungus Rare Steal,Item,-,40,D05315,E1,Loot,,,
Antidote,MossFungus Common Drop,Item,-,40,D05316,E8,Loot,,,
Soft,Orcat Common Steal,Item,-,40,D05318,EC,Loot,,,
DarkMatter,Orcat Rare Steal,Item,-,40,D05319,EB,Loot,,,
Phoenix Down,Orcat Common Drop,Item,-,40,D0531A,E4,Loot,,,
Iron Armor,Iron Giant Common Steal,Item,-,40,D0531C,9C,Loot,,,
Iron Helm,Iron Giant Rare Steal,Item,-,40,D0531D,8B,Loot,,,
Giant Drink,Iron Giant Rare Drop,Item,-,40,D0531F,F2,Loot,,,
Thor Hammer,Death Claw Common Steal,Item,-,40,D05320,28,Loot,,,
Hero Drink,Death Claw Rare Steal,Item,-,40,D05321,F6,Loot,,,
Soft,Death Claw Common Drop,Item,-,40,D05322,EC,Loot,,,
Drain Sword,K.Behemoth Common Steal,Item,-,40,D05324,55,Loot,,,
Phoenix Down,K.Behemoth Rare Steal,Item,-,40,D05325,E4,Loot,,,
DblLance,K.Behemoth Common Drop,Item,-,40,D05326,1E,Loot,,,
Lillith Rod,Farfarerro Common Steal,Item,-,40,D05328,36,Loot,,,
Speed Drink,Farfarerro Rare Steal,Item,-,40,D05329,F4,Loot,,,
Eyedrop,Farfarerro Common Drop,Item,-,40,D0532A,E9,Loot,,,
Bone Mail,Necromancr Common Steal,Item,-,40,D0532C,BF,Loot,,,
Revivify,Necromancr Rare Steal,Item,-,40,D0532D,E6,Loot,,,
Revivify,Necromancr Common Drop,Item,-,40,D0532E,E6,Loot,,,
Forged,Ninja Common Steal,Item,-,40,D05330,2D,Loot,,,
Shuriken,Ninja Rare Steal,Item,-,40,D05331,5A,Loot,,,
Pinwheel,Ninja Common Drop,Item,-,40,D05332,5B,Loot,,,
Power Drink,Great Drgn Common Steal,Item,-,40,D05334,F3,Loot,,,
DragonFang,Great Drgn Rare Steal,Item,-,40,D05335,EA,Loot,,,
DragonFang,Great Drgn Common Drop,Item,-,40,D05336,EA,Loot,,,
Artemis Bow,AvisDragon Common Steal,Item,-,40,D05338,46,Loot,,,
Trident,AvisDragon Rare Steal,Item,-,40,D05339,1A,Loot,,,
DragonFang,AvisDragon Rare Drop,Item,-,40,D0533B,EA,Loot,,,
Aegis Shield,Gorchimera Common Steal,Item,-,40,D0533C,86,Loot,,,
HiPotion,Gorchimera Rare Steal,Item,-,40,D0533D,E1,Loot,,,
Circlet,Gorchimera Common Drop,Item,-,40,D0533E,93,Loot,,,
Ether,LevelCheck Common Steal,Item,-,40,D05340,E2,Loot,,,
Potion,LevelCheck Rare Steal,Item,-,40,D05341,E0,Loot,,,
Elixir,LevelCheck Common Drop,Item,-,40,D05342,E3,Loot,,,
Guardian,Mind Mage Common Steal,Item,-,40,D05344,7,Loot,,,
GrnBeret,Mind Mage Rare Steal,Item,-,40,D05345,97,Loot,,,
White Robe,Mind Mage Common Drop,Item,-,40,D05346,AD,Loot,,,
Cursed Ring,Fury Common Steal,Item,-,40,D05348,B3,Loot,,,
Wall Ring,Fury Rare Steal,Item,-,40,D05349,CA,Loot,,,
Black Robe,Fury Common Drop,Item,-,40,D0534A,AC,Loot,,,
Crystal Shield,Thing Common Steal,Item,-,40,D0534C,88,Loot,,,
Ether,Thing Rare Steal,Item,-,40,D0534D,E2,Loot,,,
Crystal Helm,Thing Common Drop,Item,-,40,D0534E,8F,Loot,,,
Water Scroll,Mover Common Steal,Item,-,40,D05350,FD,Loot,,,
Flame Scroll,Mover Rare Steal,Item,-,40,D05351,FC,Loot,,,
Thunder Scroll,Mover Common Drop,Item,-,40,D05352,FE,Loot,,,
Dragoon Lance,CrysDragon Common Steal,Item,-,40,D05354,20,Loot,,,
Elixir,CrysDragon Rare Steal,Item,-,40,D05355,E3,Loot,,,
Crystal Armor,CrysDragon Common Drop,Item,-,40,D05356,A0,Loot,,,
Flametongue,Achelone Common Steal,Item,-,40,D05358,57,Loot,,,
TurtleShell,Achelone Rare Steal,Item,-,40,D05359,E7,Loot,,,
Elixir,Achelone Common Drop,Item,-,40,D0535A,E3,Loot,,,
Tempest,Bodyguard Common Steal,Item,-,40,D0535C,30,Loot,,,
Cabin,Bodyguard Rare Steal,Item,-,40,D0535D,F1,Loot,,,
Strength,Bodyguard Common Drop,Item,-,40,D0535E,B9,Loot,,,
Genji Shield,Gilgamesh Rare Steal,Item,-,40,D05361,C6,Loot,,,
AntiMagic Bow,Gilgamesh Common Drop,Item,-,40,D05362,67,Loot,,,
Potion,Sahagin Common Steal,Item,-,40,D05364,E0,Loot,,,
Potion,Sahagin Rare Steal,Item,-,40,D05365,E0,Loot,,,
Potion,Sahagin Common Drop,Item,-,40,D05366,E0,Loot,,,
Potion,Th.Anemone Common Drop,Item,-,40,D0536A,E0,Loot,,,
Thunder Scroll,Th.Anemone Rare Drop,Item,-,40,D0536B,FE,Loot,,,
Soft,Sea Avis Common Steal,Item,-,40,D0536C,EC,Loot,,,
Soft,Sea Avis Common Drop,Item,-,40,D0536E,EC,Loot,,,
Trident,Corvette Common Steal,Item,-,40,D05370,1A,Loot,,,
HiPotion,Corvette Common Drop,Item,-,40,D05372,E1,Loot,,,
HiPotion,Armon Common Steal,Item,-,40,D05374,E1,Loot,,,
Antidote,Armon Rare Steal,Item,-,40,D05375,E8,Loot,,,
HiPotion,Armon Common Drop,Item,-,40,D05376,E1,Loot,,,
Potion,SeaScorpio Rare Steal,Item,-,40,D05379,E0,Loot,,,
Potion,SeaScorpio Common Drop,Item,-,40,D0537A,E0,Loot,,,
Glasses,Silvune Common Steal,Item,-,40,D0537C,B4,Loot,,,
Maiden's Kiss,Silvune Rare Steal,Item,-,40,D0537D,E5,Loot,,,
Angel Ring,Silvune Common Drop,Item,-,40,D0537E,BC,Loot,,,
Potion,Gel Fish Rare Steal,Item,-,40,D05381,E0,Loot,,,
HiPotion,Gel Fish Common Drop,Item,-,40,D05382,E1,Loot,,,
Murasume,Giant Bird Common Steal,Item,-,40,D05384,2E,Loot,,,
HiPotion,Giant Bird Rare Steal,Item,-,40,D05385,E1,Loot,,,
Giant Drink,Giant Bird Common Drop,Item,-,40,D05386,F2,Loot,,,
Defender Sword,Sea Devil Common Steal,Item,-,40,D05388,14,Loot,,,
HiPotion,Sea Devil Rare Steal,Item,-,40,D05389,E1,Loot,,,
TurtleShell,Sea Devil Common Drop,Item,-,40,D0538A,E7,Loot,,,
RuneEdge,Stingray Common Steal,Item,-,40,D0538C,56,Loot,,,
DarkMatter,Stingray Rare Steal,Item,-,40,D0538D,EB,Loot,,,
Dragon's Whisker,Stingray Common Drop,Item,-,40,D0538E,4F,Loot,,,
Potion,???? Rare Steal,Item,-,40,D05391,E0,Loot,,,
Potion,???? Common Drop,Item,-,40,D05392,E0,Loot,,,
Soft,Golem Rare Steal,Item,-,40,D05395,EC,Loot,,,
Golem,Golem Rare Drop,Item,-,40,D05397,FB,Loot,,,
Potion,Shiva Rare Steal,Item,-,40,D0539D,E0,Loot,,,
Water Scroll,Shiva Common Drop,Item,-,40,D0539E,FD,Loot,,,
Potion,Ifrit Rare Steal,Item,-,40,D053A1,E0,Loot,,,
Flame Scroll,Ifrit Common Drop,Item,-,40,D053A2,FC,Loot,,,
Potion,Ramuh Rare Steal,Item,-,40,D053A5,E0,Loot,,,
Thunder Scroll,Ramuh Common Drop,Item,-,40,D053A6,FE,Loot,,,
Potion,Gala Cat Rare Steal,Item,-,40,D053A9,E0,Loot,,,
Ether,Gala Cat Common Drop,Item,-,40,D053AA,E2,Loot,,,
Potion,Wyvern Rare Steal,Item,-,40,D053AD,E0,Loot,,,
HiPotion,Wyvern Common Drop,Item,-,40,D053AE,E1,Loot,,,
Potion,Elf Toad Rare Steal,Item,-,40,D053B1,E0,Loot,,,
Maiden's Kiss,Elf Toad Common Drop,Item,-,40,D053B2,E5,Loot,,,
Potion,Crew Dust Rare Steal,Item,-,40,D053B5,E0,Loot,,,
Eyedrop,Crew Dust Common Drop,Item,-,40,D053B6,E9,Loot,,,
Potion,Whirl Demon Rare Steal,Item,-,40,D053B9,E0,Loot,,,
Elixir,Whirl Demon Common Drop,Item,-,40,D053BA,E3,Loot,,,
Potion,ZombieDrgn Rare Steal,Item,-,40,D053BD,E0,Loot,,,
DragonFang,ZombieDrgn Common Drop,Item,-,40,D053BE,EA,Loot,,,
HiPotion,D.Chimera Rare Steal,Item,-,40,D053C1,E1,Loot,,,
Protect Drink,D.Chimera Common Drop,Item,-,40,D053C2,F5,Loot,,,
HiPotion,AdamaGolem Rare Steal,Item,-,40,D053C5,E1,Loot,,,
Soft,AdamaGolem Common Drop,Item,-,40,D053C6,EC,Loot,,,
Diamond Armor,Ziggurat Common Steal,Item,-,40,D053C8,9F,Loot,,,
Power Drink,Ziggurat Rare Steal,Item,-,40,D053C9,F3,Loot,,,
Giant Drink,Ziggurat Rare Drop,Item,-,40,D053CB,F2,Loot,,,
Hero Drink,LonkaKnght Rare Steal,Item,-,40,D053CD,F6,Loot,,,
Flame Scroll,LonkaKnght Common Drop,Item,-,40,D053CE,FC,Loot,,,
Diamond Helm,BioSoldier Common Steal,Item,-,40,D053D0,8E,Loot,,,
Antidote,BioSoldier Rare Steal,Item,-,40,D053D1,E8,Loot,,,
Venom Axe,BioSoldier Common Drop,Item,-,40,D053D2,25,Loot,,,
Eyedrop,Lunenta Rare Steal,Item,-,40,D053D5,E9,Loot,,,
Antidote,Lunenta Common Drop,Item,-,40,D053D6,E8,Loot,,,
Ether,Tote Avis Common Steal,Item,-,40,D053D8,E2,Loot,,,
Avis Killer,Tote Avis Rare Steal,Item,-,40,D053D9,68,Loot,,,
Avis Killer,Tote Avis Common Drop,Item,-,40,D053DA,68,Loot,,,
RisingSun,Belfegor Common Steal,Item,-,40,D053DC,64,Loot,,,
Full Moon,Belfegor Rare Steal,Item,-,40,D053DD,59,Loot,,,
Ice Shield,Belfegor Common Drop,Item,-,40,D053DE,CD,Loot,,,
HiPotion,Imp Common Steal,Item,-,40,D053E0,E1,Loot,,,
Potion,Imp Rare Steal,Item,-,40,D053E1,E0,Loot,,,
HiPotion,Imp Common Drop,Item,-,40,D053E2,E1,Loot,,,
HiPotion,Owazoral Common Steal,Item,-,40,D053E4,E1,Loot,,,
Potion,Owazoral Rare Steal,Item,-,40,D053E5,E0,Loot,,,
Ether,Owazoral Common Drop,Item,-,40,D053E6,E2,Loot,,,
HiPotion,Garkimasra Common Steal,Item,-,40,D053E8,E1,Loot,,,
Potion,Garkimasra Rare Steal,Item,-,40,D053E9,E0,Loot,,,
Elixir,Garkimasra Common Drop,Item,-,40,D053EA,E3,Loot,,,
HiPotion,Gabbldegak Common Steal,Item,-,40,D053EC,E1,Loot,,,
Potion,Gabbldegak Rare Steal,Item,-,40,D053ED,E0,Loot,,,
Phoenix Down,Gabbldegak Common Drop,Item,-,40,D053EE,E4,Loot,,,
HiPotion,Gil Turtle Common Steal,Item,-,40,D053F0,E1,Loot,,,
Potion,Gil Turtle Rare Steal,Item,-,40,D053F1,E0,Loot,,,
OmegaMedl,Omega Rare Drop,Item,-,40,D053F7,F8,Loot,,,
Potion,WingRaptor Rare Steal,Item,-,40,D05001,E0,Loot,,,
Phoenix Down,WingRaptor Rare Drop,Item,-,40,D05003,E4,Loot,,,
Potion,WingRaptor Rare Steal,Item,-,40,D05005,E0,Loot,,,
Phoenix Down,WingRaptor Rare Drop,Item,-,40,D05007,E4,Loot,,,
Potion,Karlabos Rare Steal,Item,-,40,D05009,E0,Loot,,,
Tent,Karlabos Rare Drop,Item,-,40,D0500B,F0,Loot,,,
Giant's Axe,Twin Tania Rare Steal,Item,-,40,D0500D,6A,Loot,,,
Murasume,Twin Tania Common Drop,Item,-,40,D0500E,2E,Loot,,,
Bronze Armor,Siren Rare Drop,Item,-,40,D05013,9B,Loot,,,
Bronze Shield,Siren Rare Drop,Item,-,40,D05017,82,Loot,,,
Power Drink,Forza Rare Drop,Item,-,40,D0501B,F3,Loot,,,
Whip,Magisa Rare Drop,Item,-,40,D0501F,4B,Loot,,,
HiPotion,Galura Common Steal,Item,-,40,D05020,E1,Loot,,,
Potion,Galura Rare Steal,Item,-,40,D05021,E0,Loot,,,
HiPotion,Galura Rare Drop,Item,-,40,D05023,E1,Loot,,,
Flame Scroll,LiquiFlame Rare Drop,Item,-,40,D05027,FC,Loot,,,
Fire Rod,LiquiFlame Rare Drop,Item,-,40,D0502B,32,Loot,,,
Fire Bow,LiquiFlame Rare Drop,Item,-,40,D0502F,3F,Loot,,,
Mythril Sword,Commander Rare Steal,Item,-,40,D05031,0F,Loot,,,
RegalCut,Commander Common Drop,Item,-,40,D05032,0E,Loot,,,
Protect Drink,AdamanTiMi Rare Steal,Item,-,40,D05041,F5,Loot,,,
TurtleShell,AdamanTiMi Rare Drop,Item,-,40,D05043,E7,Loot,,,
Ether,Flamegun Common Steal,Item,-,40,D05044,E2,Loot,,,
Potion,Flamegun Rare Steal,Item,-,40,D05045,E0,Loot,,,
Speed Drink,Flamegun Rare Drop,Item,-,40,D05047,F4,Loot,,,
Ether,Rocket Common Steal,Item,-,40,D05048,E2,Loot,,,
Potion,Rocket Rare Steal,Item,-,40,D05049,E0,Loot,,,
Protect Drink,Rocket Rare Drop,Item,-,40,D0504B,F5,Loot,,,
Wonder Wand,Exdeath Common Steal,Item,-,40,D0504C,60,Loot,,,
Phoenix Down,Exdeath Rare Steal,Item,-,40,D0504D,E4,Loot,,,
Elixir,Sol Cannon Common Steal,Item,-,40,D05050,E3,Loot,,,
Ether,Sol Cannon Rare Steal,Item,-,40,D05051,E2,Loot,,,
DarkMatter,Sol Cannon Rare Drop,Item,-,40,D05053,EB,Loot,,,
Giant Drink,ArchaeAvis Rare Drop,Item,-,40,D05057,F2,Loot,,,
Power Drink,ArchaeAvis Rare Drop,Item,-,40,D0505B,F3,Loot,,,
Speed Drink,ArchaeAvis Rare Drop,Item,-,40,D0505F,F4,Loot,,,
Protect Drink,ArchaeAvis Rare Drop,Item,-,40,D05063,F5,Loot,,,
Hero Drink,ArchaeAvis Rare Drop,Item,-,40,D05067,F6,Loot,,,
Wind Spear,Chim.Brain Common Steal,Item,-,40,D05068,1B,Loot,,,
DragonFang,Chim.Brain Rare Steal,Item,-,40,D05069,EA,Loot,,,
Phoenix Down,Chim.Brain Rare Drop,Item,-,40,D0506B,E4,Loot,,,
Earth Hammer,Titan Common Steal,Item,-,40,D0506C,26,Loot,,,
Potion,Titan Rare Steal,Item,-,40,D0506D,E0,Loot,,,
HiPotion,Titan Rare Drop,Item,-,40,D0506F,E1,Loot,,,
Eyedrop,Puroboros Common Steal,Item,-,40,D05070,E9,Loot,,,
Potion,Puroboros Common Drop,Item,-,40,D05072,E0,Loot,,,
Gaia Gear,Abductor Common Steal,Item,-,40,D05074,A9,Loot,,,
Ether,Abductor Rare Drop,Item,-,40,D05077,E2,Loot,,,
Elixir,Gilgamesh Rare Drop,Item,-,40,D0507B,E3,Loot,,,
Potion,Fishman Common Drop,Item,-,40,D0507E,E0,Loot,,,
Antidote,FlyingKillr Common Drop,Item,-,40,D05082,E8,Loot,,,
HiPotion,Lil Chariot Common Drop,Item,-,40,D05086,E1,Loot,,,
Water Scroll,NeoGalura Common Drop,Item,-,40,D0508A,FD,Loot,,,
Trident,Gilgamesh Common Steal,Item,-,40,D0508C,1A,Loot,,,
Hero Drink,Gilgamesh Rare Steal,Item,-,40,D0508D,F6,Loot,,,
Tricorn Hat,Gilgamesh Rare Drop,Item,-,40,D0508F,91,Loot,,,
Golden Shield,Tyrasaurus Common Steal,Item,-,40,D05090,85,Loot,,,
Elixir,Tyrasaurus Common Drop,Item,-,40,D05092,E3,Loot,,,
Phoenix Down,Shiva Common Steal,Item,-,40,D05094,E4,Loot,,,
HiPotion,Shiva Rare Steal,Item,-,40,D05095,E1,Loot,,,
Ice Rod,Shiva Rare Drop,Item,-,40,D05097,33,Loot,,,
Power Wrist,Abductor Common Steal,Item,-,40,D05098,BA,Loot,,,
HiPotion,Abductor Rare Steal,Item,-,40,D05099,E1,Loot,,,
Potion,Abductor Common Drop,Item,-,40,D0509A,E0,Loot,,,
Elixir,HiryuuPlant Rare Drop,Item,-,40,D0509F,E3,Loot,,,
Phoenix Down,HiryuuFlowr Common Drop,Item,-,40,D050A2,E4,Loot,,,
Phoenix Down,HiryuuFlowr Common Drop,Item,-,40,D050A6,E4,Loot,,,
Phoenix Down,HiryuuFlowr Common Drop,Item,-,40,D050AA,E4,Loot,,,
Phoenix Down,HiryuuFlowr Common Drop,Item,-,40,D050AE,E4,Loot,,,
Phoenix Down,HiryuuFlowr Common Drop,Item,-,40,D050B2,E4,Loot,,,
Genji Gloves,Gilgamesh Rare Steal,Item,-,40,D050B5,C9,Loot,,,
Golden Shield,Gilgamesh Rare Drop,Item,-,40,D050B7,85,Loot,,,
GrnBeret,Enkidou Rare Steal,Item,-,40,D050B9,97,Loot,,,
Trident,Enkidou Rare Drop,Item,-,40,D050BB,1A,Loot,,,
Flail,Atmos Common Steal,Item,-,40,D050BC,5E,Loot,,,
Ether,Atmos Rare Steal,Item,-,40,D050BD,E2,Loot,,,
DarkMatter,Atmos Rare Drop,Item,-,40,D050BF,EB,Loot,,,
Elixir,Guardian Common Steal,Item,-,40,D050C0,E3,Loot,,,
Soot,Guardian Common Drop,Item,-,40,D050C2,62,Loot,,,
Elixir,Guardian Common Steal,Item,-,40,D050C4,E3,Loot,,,
Soot,Guardian Common Drop,Item,-,40,D050C6,62,Loot,,,
Elixir,Guardian Common Steal,Item,-,40,D050C8,E3,Loot,,,
Soot,Guardian Common Drop,Item,-,40,D050CA,62,Loot,,,
Elixir,Guardian Common Steal,Item,-,40,D050CC,E3,Loot,,,
Soot,Guardian Common Drop,Item,-,40,D050CE,62,Loot,,,
Giant Drink,Carbunkle Common Steal,Item,-,40,D050D0,F2,Loot,,,
Wall Ring,Carbunkle Rare Steal,Item,-,40,D050D1,CA,Loot,,,
TurtleShell,Carbunkle Common Drop,Item,-,40,D050D2,E7,Loot,,,
Giant Drink,Merugene Common Steal,Item,-,40,D050D4,F2,Loot,,,
Wall Ring,Merugene Rare Steal,Item,-,40,D050D5,CA,Loot,,,
TurtleShell,Merugene Common Drop,Item,-,40,D050D6,E7,Loot,,,
Genji Helm,Gilgamesh Rare Steal,Item,-,40,D050D9,C7,Loot,,,
Excailbur,Gilgamesh Rare Drop,Item,-,40,D050DB,5C,Loot,,,
Judgement Staff,Exdeath Common Steal,Item,-,40,D050DC,3E,Loot,,,
Elixir,Exdeath Rare Steal,Item,-,40,D050DD,E3,Loot,,,
HiPotion,Antlion Rare Steal,Item,-,40,D050E1,E1,Loot,,,
Cabin,Antlion Rare Drop,Item,-,40,D050E3,F1,Loot,,,
HiPotion,Mummy Common Steal,Item,-,40,D050E4,E1,Loot,,,
Potion,Mummy Rare Steal,Item,-,40,D050E5,E0,Loot,,,
Revivify,Mummy Common Drop,Item,-,40,D050E6,E6,Loot,,,
HiPotion,Aspis Common Steal,Item,-,40,D050E8,E1,Loot,,,
Antidote,Aspis Rare Steal,Item,-,40,D050E9,E8,Loot,,,
Antidote,Aspis Common Drop,Item,-,40,D050EA,E8,Loot,,,
Gauntlets,MachinHead Common Steal,Item,-,40,D050EC,C2,Loot,,,
Ether,MachinHead Rare Steal,Item,-,40,D050ED,E2,Loot,,,
Speed Drink,MachinHead Common Drop,Item,-,40,D050EE,F4,Loot,,,
Leather Armor,Merugene Rare Steal,Item,-,40,D050F1,9A,Loot,,,
Maiden's Kiss,Merugene Common Drop,Item,-,40,D050F2,E5,Loot,,,
Leather Cap,Merugene Rare Steal,Item,-,40,D050F5,89,Loot,,,
Maiden's Kiss,Merugene Common Drop,Item,-,40,D050F6,E5,Loot,,,
Leather Shoes,Merugene Rare Steal,Item,-,40,D050F9,C0,Loot,,,
Maiden's Kiss,Merugene Common Drop,Item,-,40,D050FA,E5,Loot,,,
Leather Shield,Merugene Rare Steal,Item,-,40,D050FD,81,Loot,,,
Maiden's Kiss,Merugene Common Drop,Item,-,40,D050FE,E5,Loot,,,
Guard Ring,Odin Common Steal,Item,-,40,D05100,AF,Loot,,,
Flame Shield,Odin Common Drop,Item,-,40,D05102,C4,Loot,,,
Phoenix Down,Gargoyle Common Steal,Item,-,40,D05104,E4,Loot,,,
Potion,Gargoyle Rare Steal,Item,-,40,D05105,E0,Loot,,,
HiPotion,Gargoyle Common Drop,Item,-,40,D05106,E1,Loot,,,
Elixir,Triton Common Steal,Item,-,40,D05108,E3,Loot,,,
Soft,Triton Rare Steal,Item,-,40,D05109,EC,Loot,,,
Protect Drink,Triton Common Drop,Item,-,40,D0510A,F5,Loot,,,
Elixir,Neregeid Common Steal,Item,-,40,D0510C,E3,Loot,,,
Soft,Neregeid Rare Steal,Item,-,40,D0510D,EC,Loot,,,
Power Drink,Neregeid Common Drop,Item,-,40,D0510E,F3,Loot,,,
Elixir,Phobos Common Steal,Item,-,40,D05110,E3,Loot,,,
Soft,Phobos Rare Steal,Item,-,40,D05111,EC,Loot,,,
Giant Drink,Phobos Common Drop,Item,-,40,D05112,F2,Loot,,,
CornaJar,Omniscient Common Steal,Item,-,40,D05114,C5,Loot,,,
Potion,Omniscient Rare Steal,Item,-,40,D05115,E0,Loot,,,
Pinwheel,Minotauros Common Steal,Item,-,40,D05118,5B,Loot,,,
Leather Shoes,Minotauros Rare Steal,Item,-,40,D05119,C0,Loot,,,
Elixir,Leviathan Rare Steal,Item,-,40,D0511D,E3,Loot,,,
Wall Ring,Leviathan Rare Drop,Item,-,40,D0511F,CA,Loot,,,
DarkMatter,Stalker Rare Steal,Item,-,40,D05121,EB,Loot,,,
Gold Hairpin,Gogo Common Steal,Item,-,40,D05124,94,Loot,,,
Leather Armor,Gogo Rare Steal,Item,-,40,D05125,9A,Loot,,,
Tiger Mask,Gogo Common Drop,Item,-,40,D05126,C3,Loot,,,
DragonFang,Bahamut Common Steal,Item,-,40,D05128,EA,Loot,,,
DragonFang,Bahamut Rare Steal,Item,-,40,D05129,EA,Loot,,,
DragonFang,Bahamut Common Drop,Item,-,40,D0512A,EA,Loot,,,
Dragoon Lance,Jura Avis Common Steal,Item,-,40,D0512C,20,Loot,,,
TurtleShell,Jura Avis Rare Steal,Item,-,40,D0512D,E7,Loot,,,
DragonFang,Jura Avis Rare Drop,Item,-,40,D0512F,EA,Loot,,,
Aegis Shield,Halicarnaso Common Steal,Item,-,40,D05130,86,Loot,,,
Staff of Light,Halicarnaso Rare Steal,Item,-,40,D05131,3C,Loot,,,
Elf Cape,Halicarnaso Common Drop,Item,-,40,D05132,B2,Loot,,,
Hero Drink,Iron Claw Rare Steal,Item,-,40,D05145,F6,Loot,,,
Glasses,Iron Claw Common Drop,Item,-,40,D05146,B4,Loot,,,
Potion,Sergeant Rare Steal,Item,-,40,D05149,E0,Loot,,,
Eyedrop,Sergeant Common Drop,Item,-,40,D0514A,E9,Loot,,,
Potion,Karnak Rare Steal,Item,-,40,D0514D,E0,Loot,,,
Potion,Karnak Common Drop,Item,-,40,D0514E,E0,Loot,,,
Coral Sword,Crayclaw Rare Steal,Item,-,40,D05151,10,Loot,,,
Ice Bow,Crayclaw Rare Drop,Item,-,40,D05153,40,Loot,,,
Wall Ring,Calofisteri Common Steal,Item,-,40,D05158,CA,Loot,,,
Plumed Hat,Calofisteri Rare Steal,Item,-,40,D05159,90,Loot,,,
DiamndPlt,Calofisteri Common Drop,Item,-,40,D0515A,A5,Loot,,,
Giant's Gloves,Apocalypse Common Steal,Item,-,40,D0515C,B1,Loot,,,
Elixir,Apocalypse Rare Steal,Item,-,40,D0515D,E3,Loot,,,
DarkHood,Apocalypse Common Drop,Item,-,40,D0515E,98,Loot,,,
Cabin,Catastroph Common Steal,Item,-,40,D05160,F1,Loot,,,
Elixir,Catastroph Rare Steal,Item,-,40,D05161,E3,Loot,,,
Soft,Catastroph Rare Drop,Item,-,40,D05163,EC,Loot,,,
Thief's Glove,Necrofobia Common Steal,Item,-,40,D05164,B0,Loot,,,
Elixir,Necrofobia Rare Steal,Item,-,40,D05165,E3,Loot,,,
Lumina Robe,Necrofobia Common Drop,Item,-,40,D05166,AB,Loot,,,
Flame Shield,Twin Tania Common Steal,Item,-,40,D05168,C4,Loot,,,
Phoenix Down,Twin Tania Rare Steal,Item,-,40,D05169,E4,Loot,,,
Tinkerbell,Twin Tania Common Drop,Item,-,40,D0516A,53,Loot,,,
