index,weapon_name_menu,weapon_name_textbox,weapon_str,weapon_type,tier,magic_id,magic_type,killer_type,ability,ability_id,adjustment_type,byte1,byte2,byte3,byte4,byte5,byte6,byte7,byte8,byte9,byte10,byte11,byte12
431,<Harp>Scan,Scan Harp,8,harp,1,13,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
432,<Harp>Antdt,Antdt Harp,11,harp,1,14,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
433,<Harp>Mute,Mute Harp,14,harp,1,15,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
434,<Harp>Armor,Armor Harp,17,harp,1,16,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
435,<Harp>Size,Size Harp,20,harp,1,17,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
436,<Harp>Cure2,Cure2 Harp,23,harp,2,18,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
437,<Harp>Life,Life Harp,26,harp,2,19,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
438,<Harp>Charm,Charm Harp,29,harp,2,1A,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
439,<Harp>Image,Image Harp,32,harp,2,1B,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
440,<Harp>Shell,Shell Harp,35,harp,2,1C,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
441,<Harp>Heal,Heal Harp,38,harp,3,1D,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
442,<Harp>Cure3,Cure3 Harp,41,harp,4,1E,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
443,<Harp>Wall,Wall Harp,44,harp,3,1F,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
444,<Harp>Bersk,Bersk Harp,47,harp,3,20,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
445,<Harp>Life2,Life2 Harp,50,harp,4,21,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
446,<Harp>Holy,Holy Harp,53,harp,7,22,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
447,<Harp>Dispel,Dispel Harp,56,harp,3,23,White,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
448,<Harp>Fire,Fire Harp,36,harp,1,24,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
449,<Harp>Ice,Ice Harp,36,harp,1,25,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
450,<Harp>Bolt,Bolt Harp,36,harp,1,26,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
451,<Harp>Venom,Venom Harp,48,harp,1,27,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
452,<Harp>Sleep,Sleep Harp,49,harp,1,28,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
453,<Harp>Toad,Toad Harp,51,harp,1,29,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
454,<Harp>Fire2,Fire2 Harp,57,harp,2,2A,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
455,<Harp>Ice2,Ice2 Harp,57,harp,2,2B,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
456,<Harp>Bolt2,Bolt2 Harp,57,harp,2,2C,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
457,<Harp>Drain,Drain Harp,65,harp,2,2D,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
458,<Harp>Break,Break Harp,72,harp,3,2E,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
459,<Harp>Bio,Bio Harp,72,harp,3,2F,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
460,<Harp>Fire3,Fire3 Harp,81,harp,4,30,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
461,<Harp>Ice3,Ice3 Harp,81,harp,4,31,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
462,<Harp>Bolt3,Bolt3 Harp,81,harp,4,32,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
463,<Harp>Flare,Flare Harp,112,harp,7,33,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
464,<Harp>Doom,Doom Harp,107,harp,5,34,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
465,<Harp>Psych,Psych Harp,94,harp,3,35,Black,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
466,<Harp>Slow,Slow Harp,51,harp,1,37,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
467,<Harp>Regen,Regen Harp,55,harp,1,38,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
468,<Harp>Haste,Haste Harp,58,harp,1,3A,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
469,<Harp>Float,Float Harp,59,harp,1,3B,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
470,<Harp>Demi,Demi Harp,64,harp,1,3C,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
471,<Harp>Stop,Stop Harp,72,harp,2,3D,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
472,<Harp>Comet,Comet Harp,94,harp,3,3F,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
473,<Harp>Slow2,Slow2 Harp,83,harp,3,40,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
474,<Harp>Qrter,Qrter Harp,99,harp,4,42,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
475,<Harp>Hast2,Hast2 Harp,96,harp,4,43,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
476,<Harp>Old,Old Harp,101,harp,3,44,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
477,<Harp>Meteo,Meteo Harp,112,harp,7,45,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
478,<Harp>Xzone,Xzone Harp,107,harp,4,47,Time,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
479,<Harp>Condemn,Condemn Harp,36,harp,4,82,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
480,<Harp>Roulette,Roulette Harp,14,harp,1,83,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
481,<Harp>AquaRake,AquaRake Harp,49,harp,2,84,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
482,<Harp>L5 Doom,L5 Doom Harp,86,harp,6,85,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
483,<Harp>L4 Qrter,L4 Qrter Harp,67,harp,4,86,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
484,<Harp>L2 Old,L2 Old Harp,67,harp,6,87,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
485,<Harp>L3 Flare,L3 Flare Harp,67,harp,4,88,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
486,<Harp>FrogSong,FrogSong Harp,24,harp,1,89,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
487,<Harp>TinySong,TinySong Harp,25,harp,1,8A,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
488,<Harp>Flash,Flash Harp,19,harp,1,8B,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
489,<Harp>Time Sli,Time Slip Harp,18,harp,1,8C,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
490,<Harp>MoonFlut,MoonFlut Harp,19,harp,1,8D,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
491,<Harp>DethClaw,DethClaw Harp,41,harp,2,8E,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
492,<Harp>Aero,Aero Harp,36,harp,1,8F,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
493,<Harp>Aero 2,Aero 2 Harp,57,harp,2,90,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
494,<Harp>Aero 3,Aero 3 Harp,81,harp,5,91,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
495,<Harp>Emission,Emission Harp,46,harp,2,92,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
496,<Harp>GblinPnc,GblinPnch Harp,11,harp,1,93,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
497,<Harp>DrkShock,DrkShock Harp,79,harp,4,94,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
498,<Harp>GuardOff,GuardOff Harp,68,harp,3,95,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
499,<Harp>Fusion,Fusion Harp,31,harp,2,96,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
500,<Harp>MindBlst,MindBlst Harp,89,harp,5,97,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
501,<Harp>Vampire,Vampire Harp,15,harp,1,98,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
502,<Harp>Hammer,Hammer Harp,23,harp,1,99,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
503,<Harp>BigGuard,BigGuard Harp,104,harp,7,9A,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
504,<Harp>Exploder,Exploder Harp,34,harp,2,9B,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
505,<Harp>????,???? Harp,18,harp,1,9C,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
506,<Harp>Blowfish,Blowfish Harp,61,harp,5,9D,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
507,<Harp>WhiteWin,WhiteWind Harp,70,harp,5,9E,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
508,<Harp>Missile,Missile Harp,35,harp,2,9F,Blue,,,,spell,78,20,4e,80,9b,08,78,0f,7f,00,64,74
509,<Misc>Cure,Cure Flail,10,flail,1,12,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
510,<Misc>Scan,Scan Flail,13,flail,1,13,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
511,<Misc>Antdt,Antdt Flail,16,flail,1,14,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
512,<Misc>Mute,Mute Flail,19,flail,1,15,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
513,<Misc>Armor,Armor Flail,22,flail,1,16,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
514,<Misc>Size,Size Flail,25,flail,1,17,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
515,<Misc>Cure2,Cure2 Flail,28,flail,2,18,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
516,<Misc>Life,Life Flail,31,flail,2,19,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
517,<Misc>Charm,Charm Flail,34,flail,2,1A,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
518,<Misc>Image,Image Flail,37,flail,2,1B,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
519,<Misc>Shell,Shell Flail,40,flail,2,1C,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
520,<Misc>Heal,Heal Flail,43,flail,3,1D,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
521,<Misc>Cure3,Cure3 Flail,46,flail,4,1E,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
522,<Misc>Wall,Wall Flail,49,flail,3,1F,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
523,<Misc>Bersk,Bersk Flail,52,flail,3,20,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
524,<Misc>Life2,Life2 Flail,55,flail,4,21,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
525,<Misc>Holy,Holy Flail,58,flail,7,22,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
526,<Misc>Dispel,Dispel Flail,61,flail,3,23,White,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
527,<Misc>Fire,Fire Flail,41,flail,1,24,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
528,<Misc>Ice,Ice Flail,41,flail,1,25,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
529,<Misc>Bolt,Bolt Flail,41,flail,1,26,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
530,<Misc>Venom,Venom Flail,53,flail,1,27,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
531,<Misc>Sleep,Sleep Flail,54,flail,1,28,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
532,<Misc>Toad,Toad Flail,56,flail,1,29,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
533,<Misc>Fire2,Fire2 Flail,62,flail,2,2A,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
534,<Misc>Ice2,Ice2 Flail,62,flail,2,2B,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
535,<Misc>Bolt2,Bolt2 Flail,62,flail,2,2C,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
536,<Misc>Drain,Drain Flail,70,flail,2,2D,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
537,<Misc>Break,Break Flail,77,flail,3,2E,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
538,<Misc>Bio,Bio Flail,77,flail,3,2F,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
539,<Misc>Fire3,Fire3 Flail,86,flail,4,30,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
540,<Misc>Ice3,Ice3 Flail,86,flail,4,31,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
541,<Misc>Bolt3,Bolt3 Flail,86,flail,4,32,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
542,<Misc>Flare,Flare Flail,117,flail,7,33,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
543,<Misc>Doom,Doom Flail,112,flail,5,34,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
544,<Misc>Psych,Psych Flail,99,flail,3,35,Black,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
545,<Misc>Slow,Slow Flail,56,flail,1,37,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
546,<Misc>Regen,Regen Flail,60,flail,1,38,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
547,<Misc>Haste,Haste Flail,63,flail,1,3A,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
548,<Misc>Float,Float Flail,64,flail,1,3B,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
549,<Misc>Demi,Demi Flail,69,flail,1,3C,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
550,<Misc>Stop,Stop Flail,77,flail,2,3D,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
551,<Misc>Comet,Comet Flail,99,flail,3,3F,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
552,<Misc>Slow2,Slow2 Flail,88,flail,3,40,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
553,<Misc>Qrter,Qrter Flail,104,flail,4,42,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
554,<Misc>Hast2,Hast2 Flail,101,flail,4,43,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
555,<Misc>Old,Old Flail,106,flail,3,44,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
556,<Misc>Meteo,Meteo Flail,117,flail,7,45,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
557,<Misc>Xzone,Xzone Flail,112,flail,4,47,Time,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
558,<Misc>Condemn,Condemn Flail,41,flail,4,82,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
559,<Misc>Roulette,Roulette Flail,19,flail,1,83,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
560,<Misc>AquaRake,AquaRake Flail,54,flail,2,84,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
561,<Misc>L5 Doom,L5 Doom Flail,91,flail,6,85,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
562,<Misc>L4 Qrter,L4 Qrter Flail,72,flail,4,86,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
563,<Misc>L2 Old,L2 Old Flail,72,flail,6,87,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
564,<Misc>L3 Flare,L3 Flare Flail,72,flail,4,88,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
565,<Misc>FrogSong,FrogSong Flail,29,flail,1,89,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
566,<Misc>TinySong,TinySong Flail,30,flail,1,8A,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
567,<Misc>Flash,Flash Flail,24,flail,1,8B,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
568,<Misc>Time Sli,Time Slip Flail,23,flail,1,8C,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
569,<Misc>MoonFlut,MoonFlut Flail,24,flail,1,8D,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
570,<Misc>DethClaw,DethClaw Flail,46,flail,2,8E,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
571,<Misc>Aero,Aero Flail,41,flail,1,8F,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
572,<Misc>Aero 2,Aero 2 Flail,62,flail,2,90,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
573,<Misc>Aero 3,Aero 3 Flail,86,flail,5,91,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
574,<Misc>Emission,Emission Flail,51,flail,2,92,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
575,<Misc>GblinPnc,GblinPnch Flail,16,flail,1,93,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
576,<Misc>DrkShock,DrkShock Flail,84,flail,4,94,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
577,<Misc>GuardOff,GuardOff Flail,73,flail,3,95,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
578,<Misc>Fusion,Fusion Flail,36,flail,2,96,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
579,<Misc>MindBlst,MindBlst Flail,94,flail,5,97,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
580,<Misc>Vampire,Vampire Flail,20,flail,1,98,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
581,<Misc>Hammer,Hammer Flail,28,flail,1,99,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
582,<Misc>BigGuard,BigGuard Flail,109,flail,7,9A,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
583,<Misc>Exploder,Exploder Flail,39,flail,2,9B,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
584,<Misc>????,???? Flail,23,flail,1,9C,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
585,<Misc>Blowfish,Blowfish Flail,66,flail,5,9D,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
586,<Misc>WhiteWin,WhiteWind Flail,75,flail,5,9E,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
587,<Misc>Missile,Missile Flail,40,flail,2,9F,Blue,,,,spell,38,80,5e,80,23,00,78,23,38,5f,00,00
588,<Bow>ToadKlr,Toad Killer Bow,25,bow,1,,,Toad,,,killer,38,40,4d,80,9b,00,78,26,35,46,00,00
589,<Bow>ZombKlr,Zomb Killer Bow,37,bow,2,,,Zomb,,,killer,38,40,4d,80,9b,00,78,26,35,46,00,00
590,<Bow>DesrtKlr,Desrt Killer Bow,49,bow,3,,,Desrt,,,killer,38,40,4d,80,9b,00,78,26,35,46,00,00
591,<Bow>BeastKlr,Beast Killer Bow,61,bow,4,,,Beast,,,killer,38,40,4d,80,9b,00,78,26,35,46,00,00
592,<Bow>DrgnKlr,Drgn Killer Bow,73,bow,5,,,Drgn,,,killer,38,40,4d,80,9b,00,78,26,35,46,00,00
593,<Bow>HumanKlr,Human Killer Bow,85,bow,6,,,Human,,,killer,38,40,4d,80,9b,00,78,26,35,46,00,00
594,<Bow>AvisKlr,Avis Killer Bow,97,bow,7,,,Avis,,,killer,38,40,4d,80,9b,00,78,26,35,46,00,00
595,<Bow>HeavyKlr,Heavy Killer Bow,109,bow,8,,,Heavy,,,killer,38,40,4d,80,9b,00,78,26,35,46,00,00
596,<Bow>OmniKlr,Omni Killer Bow,121,bow,9,,,Omni,,,killer,38,40,4d,80,9b,00,78,26,35,46,00,00
597,<Sper>ToadKlr,Toad Killer Spear,28,spear,1,,,Toad,,,killer,38,80,06,c0,17,00,78,37,33,00,00,00
598,<Sper>HumanKlr,Human Killer Spear,40,spear,2,,,Human,,,killer,38,80,06,c0,17,00,78,37,33,00,00,00
599,<Sper>AvisKlr,Avis Killer Spear,52,spear,3,,,Avis,,,killer,38,80,06,c0,17,00,78,37,33,00,00,00
600,<Sper>DesrtKlr,Desrt Killer Spear,64,spear,4,,,Desrt,,,killer,38,80,06,c0,17,00,78,37,33,00,00,00
601,<Sper>BeastKlr,Beast Killer Spear,76,spear,5,,,Beast,,,killer,38,80,06,c0,17,00,78,37,33,00,00,00
602,<Sper>ZombKlr,Zomb Killer Spear,88,spear,6,,,Zomb,,,killer,38,80,06,c0,17,00,78,37,33,00,00,00
603,<Sper>DrgnKlr,Drgn Killer Spear,100,spear,7,,,Drgn,,,killer,38,80,06,c0,17,00,78,37,33,00,00,00
604,<Sper>HeavyKlr,Heavy Killer Spear,112,spear,8,,,Heavy,,,killer,38,80,06,c0,17,00,78,37,33,00,00,00
605,<Sper>OmniKlr,Omni Killer Spear,124,spear,9,,,Omni,,,killer,38,80,06,c0,17,00,78,37,33,00,00,00
606,<Whip>ToadKlr,Toad Killer Whip,27,whip,1,,,Toad,,,killer,38,40,4f,80,23,08,78,1a,38,5a,32,7f
607,<Whip>HumanKlr,Human Killer Whip,39,whip,2,,,Human,,,killer,38,40,4f,80,23,08,78,1a,38,5a,32,7f
608,<Whip>DrgnKlr,Drgn Killer Whip,51,whip,3,,,Drgn,,,killer,38,40,4f,80,23,08,78,1a,38,5a,32,7f
609,<Whip>AvisKlr,Avis Killer Whip,63,whip,4,,,Avis,,,killer,38,40,4f,80,23,08,78,1a,38,5a,32,7f
610,<Whip>DesrtKlr,Desrt Killer Whip,75,whip,5,,,Desrt,,,killer,38,40,4f,80,23,08,78,1a,38,5a,32,7f
611,<Whip>ZombKlr,Zomb Killer Whip,87,whip,6,,,Zomb,,,killer,38,40,4f,80,23,08,78,1a,38,5a,32,7f
612,<Whip>BeastKlr,Beast Killer Whip,99,whip,7,,,Beast,,,killer,38,40,4f,80,23,08,78,1a,38,5a,32,7f
613,<Whip>HeavyKlr,Heavy Killer Whip,111,whip,8,,,Heavy,,,killer,38,40,4f,80,23,08,78,1a,38,5a,32,7f
614,<Whip>OmniKlr,Omni Killer Whip,123,whip,9,,,Omni,,,killer,38,40,4f,80,23,08,78,1a,38,5a,32,7f
615,<Bell>Guard,Guard Bell,17,bell,1,,,,Guard,06,ability,38,20,50,80,23,00,78,18,39,00,00,00
616,<Bell>BuildUp,BuildUp Bell,30,bell,2,,,,BuildUp,08,ability,38,20,50,80,23,00,78,18,39,00,00,00
617,<Bell>Mantra,Mantra Bell,24,bell,2,,,,Mantra,09,ability,38,20,50,80,23,00,78,18,39,00,00,00
618,<Bell>Escape,Escape Bell,12,bell,1,,,,Escape,0A,ability,38,20,50,80,23,00,78,18,39,00,00,00
619,<Bell>Steal,Steal Bell,28,bell,2,,,,Steal,0B,ability,38,20,50,80,23,00,78,18,39,00,00,00
620,<Bell>Mug,Mug Bell,60,bell,5,,,,Mug,0C,ability,38,20,50,80,23,00,78,18,39,00,00,00
621,<Bell>Jump,Jump Bell,48,bell,4,,,,Jump,0D,ability,38,20,50,80,23,00,78,18,39,00,00,00
622,<Bell>DrgnSwd,DrgnSwd Bell,71,bell,6,,,,DrgnSwd,0E,ability,38,20,50,80,23,00,78,18,39,00,00,00
623,<Bell>Image,Image Bell,39,bell,3,,,,Image,10,ability,38,20,50,80,23,00,78,18,39,00,00,00
624,<Bell>GilToss,GilToss Bell,97,bell,8,,,,GilToss,13,ability,38,20,50,80,23,00,78,18,39,00,00,00
625,<Bell>Slash,Slash Bell,92,bell,7,,,,Slash,14,ability,38,20,50,80,23,00,78,18,39,00,00,00
626,<Bell>Animals,Animals Bell,42,bell,3,,,,Animals,15,ability,38,20,50,80,23,00,78,18,39,00,00,00
627,<Bell>X-Fight,X-Fight Bell,110,bell,9,,,,X-Fight,17,ability,38,20,50,80,23,00,78,18,39,00,00,00
628,<Bell>Conjure,Conjure Bell,82,bell,6,,,,Conjure,18,ability,38,20,50,80,23,00,78,18,39,00,00,00
629,<Bell>Terrain,Terrain Bell,14,bell,1,,,,Terrain,23,ability,38,20,50,80,23,00,78,18,39,00,00,00
630,<Bell>Analyze,Analyze Bell,12,bell,1,,,,Analyze,1A,ability,38,20,50,80,23,00,78,18,39,00,00,00
631,<Bell>Dance,Dance Bell,54,bell,4,,,,Dance,2A,ability,38,20,50,80,23,00,78,18,39,00,00,00
632,<Bell>Flirt,Flirt Bell,18,bell,1,,,,Flirt,29,ability,38,20,50,80,23,00,78,18,39,00,00,00
633,<Bell>Tame,Tame Bell,41,bell,3,,,,Tame,1B,ability,38,20,50,80,23,00,78,18,39,00,00,00
634,<Knif>Elements,Elements Knife,79,knife,6,,,,,,elemental,00,80,02,80,16,04,78,00,32,00,00,00
635,<Swrd>Elements,Elements Sword,80,sword,6,,,,,,elemental,00,80,04,80,55,04,78,00,31,00,00,00
636,<Swrd>Elements,Elements KSword,87,knightsword,6,,,,,,elemental,00,80,05,80,55,04,78,00,31,00,00,00
637,<Sper>Elements,Elements Spear,89,spear,6,,,,,,elemental,38,80,06,c0,17,00,78,37,33,00,00,00
638,<Axe>Elements,Elements Axe,93,axe,6,,,,,,elemental,00,80,07,80,59,00,78,17,34,50,00,00
639,<Katn>Elements,Elements Katana,85,katana,6,,,,,,elemental,00,80,09,80,5a,00,78,2a,37,0c,00,00
640,<Rod>Elements,Elements Rod,78,rod,6,,,,,,elemental,38,04,4a,88,23,00,78,08,3b,46,00,00
641,<Staf>Elements,Elements Staff,76,staff,6,,,,,,elemental,38,80,4b,80,40,00,78,09,34,5f,00,00
642,<Bow>Elements,Elements Bow,86,bow,6,,,,,,elemental,38,40,4d,80,9b,00,78,26,35,46,00,00
